weekday;hour;average_delay_sec;average_delay_min;datas_index;gamma_expect;gamma_a;gamma_scale
Mo;0.0;15.950191570881225;0.2658365261813537;"Int64Index([ 3928169,  3928181,  3928194,  3929148,  3929166,  3929168,
             3931406,  3931421,  3931437,  3931650,
            ...
            17217755, 17218696, 17218698, 17221073, 17221199, 17221283,
            17221547, 17221717, 17221852, 17221942],
           dtype='int64', length=2687)";-0.2658365261813537;1.2;-0.22153043848446144
Mo;1.0;-26.50937950937951;-0.44182299182299184;"Int64Index([ 3928205,  3928218,  3928229,  3928242,  3931042,  3931075,
             3931109,  3931451,  3931467,  3931481,
            ...
            17205297, 17221109, 17221373, 17221457, 17221628, 17221715,
            17221751, 17221940, 17221954, 17222042],
           dtype='int64', length=914)";0.44182299182299184;1.2;0.3681858265191599
Mo;2.0;-15.031007751937985;-0.2505167958656331;"Int64Index([ 3928253,  3928266,  3928277,  3928290,  3931142,  3931511,
             3931527,  3931541,  3931557,  3931738,
            ...
            17096230, 17141896, 17141899, 17192429, 17205320, 17205342,
            17221197, 17221369, 17221624, 17221838],
           dtype='int64', length=843)";0.2505167958656331;1.2;0.20876399655469424
Mo;3.0;-8.696929238985314;-0.14494882064975523;"Int64Index([ 3926681,  3926691,  3926702,  3926712,  3926776,  3926812,
             3926836,  3926848,  3928301,  3928314,
            ...
            17188977, 17188993, 17189794, 17189838, 17192431, 17205516,
            17205538, 17221030, 17221032, 17221069],
           dtype='int64', length=994)";0.14494882064975523;1.2;0.12079068387479602
Mo;4.0;4.92381332269645;0.08206355537827417;"Int64Index([ 3926723,  3926733,  3926735,  3926778,  3926814,  3926870,
             3926872,  3926874,  3928349,  3928362,
            ...
            17217756, 17217771, 17219408, 17219411, 17219416, 17219979,
            17219982, 17221071, 17221371, 17221626],
           dtype='int64', length=3459)";-0.08206355537827417;1.2;-0.06838629614856181
Mo;5.0;-20.064848484848486;-0.33441414141414144;"Int64Index([ 3926895,  3926916,  3927522,  3927543,  3927564,  3929482,
             3929492,  3929503,  3929513,  3932023,
            ...
            17217801, 17217816, 17219420, 17219425, 17219429, 17219680,
            17219987, 17219991, 17219996, 17220000],
           dtype='int64', length=4234)";0.33441414141414144;1.2;0.2786784511784512
Mo;6.0;-39.98483158599152;-0.6664138597665253;"Int64Index([ 3926938,  3926959,  3927586,  3927607,  3928366,  3928392,
             3929524,  3929534,  3929545,  3929555,
            ...
            17219688, 17219692, 17219697, 17220005, 17220009, 17220014,
            17220018, 17220304, 17220341, 17220354],
           dtype='int64', length=5640)";0.6664138597665253;1.2;0.5553448831387712
Mo;7.0;-213.92329487957903;-3.565388247992984;"Int64Index([ 3926981,  3927002,  3927629,  3927650,  3928420,  3928446,
             3929169,  3929177,  3929184,  3929566,
            ...
            17219701, 17219706, 17219710, 17219715, 17220023, 17220027,
            17220032, 17220036, 17220390, 17220403],
           dtype='int64', length=6172)";3.565388247992984;1.2;2.971156873327487
Mo;8.0;-201.05816448152564;-3.3509694080254273;"Int64Index([ 3927024,  3927045,  3927672,  3927693,  3928474,  3929191,
             3929198,  3929205,  3929612,  3929622,
            ...
            17219719, 17219724, 17219728, 17219733, 17220041, 17220045,
            17220050, 17220054, 17220439, 17220452],
           dtype='int64', length=5209)";3.3509694080254273;1.2;2.792474506687856
Mo;9.0;-133.93525179856115;-2.232254196642686;"Int64Index([ 3927067,  3927088,  3927715,  3927736,  3928500,  3928528,
             3929212,  3929219,  3929226,  3929233,
            ...
            17219737, 17219742, 17219746, 17219751, 17220059, 17220063,
            17220068, 17220072, 17220488, 17220501],
           dtype='int64', length=4604)";2.232254196642686;1.2;1.8602118305355717
Mo;10.0;-103.60501567398119;-1.7267502612330197;"Int64Index([ 3927110,  3927131,  3927758,  3927779,  3928554,  3929240,
             3929247,  3929254,  3929261,  3929696,
            ...
            17219755, 17219760, 17219764, 17219769, 17220077, 17220081,
            17220086, 17220090, 17220537, 17220550],
           dtype='int64', length=4134)";1.7267502612330197;1.2;1.4389585510275165
Mo;11.0;-108.72942502818489;-1.8121570838030816;"Int64Index([ 3927153,  3927174,  3927801,  3927822,  3928582,  3928608,
             3929268,  3929275,  3929282,  3929289,
            ...
            17219773, 17219778, 17219782, 17219787, 17220095, 17220099,
            17220104, 17220108, 17220586, 17220599],
           dtype='int64', length=4154)";1.8121570838030816;1.2;1.5101309031692347
Mo;12.0;-99.33803184547115;-1.6556338640911858;"Int64Index([ 3927196,  3927217,  3927844,  3927865,  3928636,  3929296,
             3929303,  3929310,  3929317,  3929780,
            ...
            17219791, 17219796, 17219800, 17219805, 17220113, 17220117,
            17220122, 17220126, 17220635, 17220648],
           dtype='int64', length=4475)";1.6556338640911858;1.2;1.3796948867426548
Mo;13.0;-109.49907535829865;-1.8249845893049776;"Int64Index([ 3927239,  3927260,  3927887,  3927908,  3928662,  3928690,
             3929324,  3929331,  3929338,  3929345,
            ...
            17219809, 17219814, 17219818, 17219823, 17220131, 17220135,
            17220140, 17220144, 17220684, 17220697],
           dtype='int64', length=5200)";1.8249845893049776;1.2;1.5208204910874814
Mo;14.0;-182.74921135646687;-3.045820189274448;"Int64Index([ 3927282,  3927303,  3927930,  3927951,  3928716,  3929359,
             3929366,  3929373,  3929380,  3929864,
            ...
            17219827, 17219832, 17219836, 17219841, 17220149, 17220153,
            17220158, 17220162, 17220733, 17220746],
           dtype='int64', length=5355)";3.045820189274448;1.2;2.53818349106204
Mo;15.0;-271.97244363470736;-4.532874060578456;"Int64Index([ 3927325,  3927346,  3927973,  3927994,  3928744,  3928770,
             3929387,  3929394,  3929401,  3929408,
            ...
            17219845, 17219850, 17219854, 17219859, 17220167, 17220171,
            17220176, 17220180, 17220782, 17220795],
           dtype='int64', length=5278)";4.532874060578456;1.2;3.7773950504820464
Mo;16.0;-285.3194608654528;-4.755324347757547;"Int64Index([ 3927368,  3927389,  3928016,  3928037,  3928798,  3929415,
             3929422,  3929429,  3929436,  3929952,
            ...
            17219863, 17219868, 17219872, 17219877, 17220185, 17220189,
            17220194, 17220198, 17220831, 17220844],
           dtype='int64', length=5180)";4.755324347757547;1.2;3.962770289797956
Mo;17.0;-169.33016983016984;-2.8221694971694973;"Int64Index([ 3927411,  3927432,  3928059,  3928080,  3928824,  3928852,
             3929443,  3929450,  3929457,  3929464,
            ...
            17219881, 17219886, 17219890, 17219895, 17220203, 17220207,
            17220212, 17220216, 17220880, 17220893],
           dtype='int64', length=5091)";2.8221694971694973;1.2;2.3518079143079147
Mo;18.0;-63.07838283828383;-1.0513063806380638;"Int64Index([ 3927454,  3927475,  3928102,  3928123,  3928878,  3929471,
             3929478,  3929480,  3930036,  3930046,
            ...
            17219899, 17219904, 17219908, 17219913, 17220221, 17220225,
            17220230, 17220234, 17220929, 17220942],
           dtype='int64', length=4705)";1.0513063806380638;1.2;0.8760886505317199
Mo;19.0;-6.30384024577573;-0.10506400409626217;"Int64Index([ 3927497,  3927518,  3927520,  3928145,  3928166,  3928906,
             3928932,  3930078,  3930088,  3930099,
            ...
            17219676, 17219678, 17219917, 17219922, 17219926, 17220239,
            17220243, 17220248, 17220978, 17220991],
           dtype='int64', length=4219)";0.10506400409626217;1.2;0.08755333674688515
Mo;20.0;-52.49965205288796;-0.874994200881466;"Int64Index([ 3928168,  3928951,  3928968,  3928987,  3930120,  3930130,
             3930141,  3930143,  3932500,  3932974,
            ...
            17219406, 17219931, 17219935, 17219940, 17220252, 17220256,
            17220258, 17220260, 17220263, 17220993],
           dtype='int64', length=3758)";0.874994200881466;1.2;0.7291618340678884
Mo;21.0;-34.134943773427736;-0.5689157295571289;"Int64Index([ 3929004,  3929023,  3937653,  3937675,  3939041,  3939782,
             3939815,  3940489,  3941229,  3941263,
            ...
            17217654, 17218562, 17218577, 17218592, 17219944, 17219949,
            17219953, 17220268, 17220272, 17220277],
           dtype='int64', length=2956)";0.5689157295571289;1.2;0.4740964412976074
Mo;22.0;-6.671109200343938;-0.11118515333906563;"Int64Index([ 3929040,  3929059,  3929076,  3929095,  3937695,  3937717,
             3939075,  3939108,  3939849,  3940522,
            ...
            17217703, 17218607, 17218622, 17218637, 17219958, 17219962,
            17219967, 17220281, 17220286, 17220290],
           dtype='int64', length=2834)";0.11118515333906563;1.2;0.09265429444922137
Mo;23.0;30.089099054255847;0.5014849842375975;"Int64Index([ 3929112,  3929131,  3937737,  3937759,  3939142,  3939882,
             3939915,  3940589,  3941330,  3941363,
            ...
            17218667, 17218682, 17219971, 17219975, 17219977, 17220295,
            17220299, 17220303, 17221459, 17221840],
           dtype='int64', length=2526)";-0.5014849842375975;1.2;-0.41790415353133126
Di;0.0;6.093599704032556;0.10155999506720927;"Int64Index([    1498,     1510,     1523,     2477,     2495,     2497,
                4735,     4750,     4766,     4979,
            ...
            17939067, 17940008, 17940010, 17942385, 17942511, 17942595,
            17942859, 17943029, 17943164, 17943254],
           dtype='int64', length=4491)";-0.10155999506720927;1.2;-0.08463332922267439
Di;1.0;-33.87866449511401;-0.5646444082519001;"Int64Index([    1534,     1547,     1558,     1571,     4371,     4404,
                4438,     4780,     4796,     4810,
            ...
            17926609, 17942421, 17942685, 17942769, 17942940, 17943027,
            17943063, 17943252, 17943266, 17943354],
           dtype='int64', length=1526)";0.5646444082519001;1.2;0.47053700687658345
Di;2.0;-13.203082502266545;-0.22005137503777575;"Int64Index([    1582,     1595,     1606,     1619,     4471,     4840,
                4856,     4870,     4886,     5067,
            ...
            17817542, 17863208, 17863211, 17913741, 17926632, 17926654,
            17942509, 17942681, 17942936, 17943150],
           dtype='int64', length=1405)";0.22005137503777575;1.2;0.18337614586481313
Di;3.0;-11.338775510204082;-0.18897959183673468;"Int64Index([      10,       20,       31,       41,      105,      141,
                 165,      177,     1630,     1643,
            ...
            17910289, 17910305, 17911106, 17911150, 17913743, 17926677,
            17926699, 17942342, 17942344, 17942381],
           dtype='int64', length=1657)";0.18897959183673468;1.2;0.1574829931972789
Di;4.0;11.49890590809628;0.19164843180160465;"Int64Index([      52,       62,       64,      107,      143,      199,
                 201,      203,     1678,     1691,
            ...
            17939068, 17939083, 17940720, 17940723, 17940728, 17941291,
            17941294, 17942383, 17942683, 17942938],
           dtype='int64', length=5780)";-0.19164843180160465;1.2;-0.15970702650133722
Di;5.0;-11.750318703332725;-0.19583864505554544;"Int64Index([     224,      245,      851,      872,      893,     2811,
                2821,     2832,     2842,     5352,
            ...
            17939113, 17939128, 17940732, 17940737, 17940741, 17940992,
            17941299, 17941303, 17941308, 17941312],
           dtype='int64', length=7082)";0.19583864505554544;1.2;0.1631988708796212
Di;6.0;-40.03142819254741;-0.6671904698757901;"Int64Index([     267,      288,      915,      936,     1695,     1721,
                2853,     2863,     2874,     2884,
            ...
            17941000, 17941004, 17941009, 17941317, 17941321, 17941326,
            17941330, 17941616, 17941653, 17941666],
           dtype='int64', length=9430)";0.6671904698757901;1.2;0.5559920582298251
Di;7.0;-196.91777697755373;-3.2819629496258953;"Int64Index([     310,      331,      958,      979,     1749,     1775,
                2498,     2506,     2513,     2895,
            ...
            17941013, 17941018, 17941022, 17941027, 17941335, 17941339,
            17941344, 17941348, 17941702, 17941715],
           dtype='int64', length=10324)";3.2819629496258953;1.2;2.7349691246882464
Di;8.0;-173.56278153153153;-2.8927130255255253;"Int64Index([     353,      374,     1001,     1022,     1803,     2520,
                2527,     2534,     2941,     2951,
            ...
            17941031, 17941036, 17941040, 17941045, 17941353, 17941357,
            17941362, 17941366, 17941751, 17941764],
           dtype='int64', length=8713)";2.8927130255255253;1.2;2.410594187937938
Di;9.0;-123.9199431549029;-2.065332385915048;"Int64Index([     396,      417,     1044,     1065,     1829,     1857,
                2541,     2548,     2555,     2562,
            ...
            17941049, 17941054, 17941058, 17941063, 17941371, 17941375,
            17941380, 17941384, 17941800, 17941813],
           dtype='int64', length=7702)";2.065332385915048;1.2;1.7211103215958734
Di;10.0;-98.75461874370171;-1.6459103123950285;"Int64Index([     439,      460,     1087,     1108,     1883,     2569,
                2576,     2583,     2590,     3025,
            ...
            17941067, 17941072, 17941076, 17941081, 17941389, 17941393,
            17941398, 17941402, 17941849, 17941862],
           dtype='int64', length=6916)";1.6459103123950285;1.2;1.3715919269958572
Di;11.0;-113.54515050167224;-1.8924191750278707;"Int64Index([     482,      503,     1130,     1151,     1911,     1937,
                2597,     2604,     2611,     2618,
            ...
            17941085, 17941090, 17941094, 17941099, 17941407, 17941411,
            17941416, 17941420, 17941898, 17941911],
           dtype='int64', length=6948)";1.8924191750278707;1.2;1.5770159791898923
Di;12.0;-116.40721568627451;-1.9401202614379085;"Int64Index([     525,      546,     1173,     1194,     1965,     2625,
                2632,     2639,     2646,     3109,
            ...
            17941103, 17941108, 17941112, 17941117, 17941425, 17941429,
            17941434, 17941438, 17941947, 17941960],
           dtype='int64', length=7483)";1.9401202614379085;1.2;1.6167668845315906
Di;13.0;-120.1688723462917;-2.002814539104862;"Int64Index([     568,      589,     1216,     1237,     1991,     2019,
                2653,     2660,     2667,     2674,
            ...
            17941121, 17941126, 17941130, 17941135, 17941443, 17941447,
            17941452, 17941456, 17941996, 17942009],
           dtype='int64', length=8690)";2.002814539104862;1.2;1.6690121159207183
Di;14.0;-176.52382854100105;-2.9420638090166844;"Int64Index([     611,      632,     1259,     1280,     2045,     2688,
                2695,     2702,     2709,     3193,
            ...
            17941139, 17941144, 17941148, 17941153, 17941461, 17941465,
            17941470, 17941474, 17942045, 17942058],
           dtype='int64', length=8955)";2.9420638090166844;1.2;2.451719840847237
Di;15.0;-286.06000546746856;-4.767666757791143;"Int64Index([     654,      675,     1302,     1323,     2073,     2099,
                2716,     2723,     2730,     2737,
            ...
            17941157, 17941162, 17941166, 17941171, 17941479, 17941483,
            17941488, 17941492, 17942094, 17942107],
           dtype='int64', length=8834)";4.767666757791143;1.2;3.973055631492619
Di;16.0;-319.9147823629169;-5.3319130393819485;"Int64Index([     697,      718,     1345,     1366,     2127,     2744,
                2751,     2758,     2765,     3281,
            ...
            17941175, 17941180, 17941184, 17941189, 17941497, 17941501,
            17941506, 17941510, 17942143, 17942156],
           dtype='int64', length=8670)";5.3319130393819485;1.2;4.443260866151624
Di;17.0;-220.8809559372666;-3.68134926562111;"Int64Index([     740,      761,     1388,     1409,     2153,     2181,
                2772,     2779,     2786,     2793,
            ...
            17941193, 17941198, 17941202, 17941207, 17941515, 17941519,
            17941524, 17941528, 17942192, 17942205],
           dtype='int64', length=8523)";3.68134926562111;1.2;3.0677910546842586
Di;18.0;-101.82193802262665;-1.6970323003771108;"Int64Index([     783,      804,     1431,     1452,     2207,     2800,
                2807,     2809,     3365,     3375,
            ...
            17941211, 17941216, 17941220, 17941225, 17941533, 17941537,
            17941542, 17941546, 17942241, 17942254],
           dtype='int64', length=7873)";1.6970323003771108;1.2;1.4141935836475925
Di;19.0;-24.838468550592523;-0.41397447584320873;"Int64Index([     826,      847,      849,     1474,     1495,     2235,
                2261,     3407,     3417,     3428,
            ...
            17940988, 17940990, 17941229, 17941234, 17941238, 17941551,
            17941555, 17941560, 17942290, 17942303],
           dtype='int64', length=7059)";0.41397447584320873;1.2;0.34497872986934064
Di;20.0;-73.08137133415944;-1.218022855569324;"Int64Index([    1497,     2280,     2297,     2316,     3449,     3459,
                3470,     3472,     5829,     6303,
            ...
            17940718, 17941243, 17941247, 17941252, 17941564, 17941568,
            17941570, 17941572, 17941575, 17942305],
           dtype='int64', length=6280)";1.218022855569324;1.2;1.01501904630777
Di;21.0;-44.302376333656646;-0.7383729388942775;"Int64Index([    2333,     2352,    10982,    11004,    12370,    13111,
               13144,    13818,    14558,    14592,
            ...
            17938966, 17939874, 17939889, 17939904, 17941256, 17941261,
            17941265, 17941580, 17941584, 17941589],
           dtype='int64', length=4948)";0.7383729388942775;1.2;0.615310782411898
Di;22.0;-17.356510745891278;-0.28927517909818795;"Int64Index([    2369,     2388,     2405,     2424,    11024,    11046,
               12404,    12437,    13178,    13851,
            ...
            17939015, 17939919, 17939934, 17939949, 17941270, 17941274,
            17941279, 17941593, 17941598, 17941602],
           dtype='int64', length=4744)";0.28927517909818795;1.2;0.24106264924848997
Di;23.0;24.99851411589896;0.41664190193164935;"Int64Index([    2441,     2460,    11066,    11088,    12471,    13211,
               13244,    13918,    14659,    14692,
            ...
            17939979, 17939994, 17941283, 17941287, 17941289, 17941607,
            17941611, 17941615, 17942771, 17943152],
           dtype='int64', length=4230)";-0.41664190193164935;1.2;-0.34720158494304115
Mi;0.0;11.18231046931408;0.18637184115523467;"Int64Index([  726326,   726338,   726351,   727305,   727323,   727325,
              729563,   729578,   729594,   729807,
            ...
            18660334, 18661275, 18661277, 18663652, 18663778, 18663862,
            18664126, 18664296, 18664431, 18664521],
           dtype='int64', length=3583)";-0.18637184115523467;1.2;-0.15530986762936222
Mi;1.0;-37.512537612838514;-0.6252089602139752;"Int64Index([  726362,   726375,   726386,   726399,   729199,   729232,
              729266,   729608,   729624,   729638,
            ...
            18647855, 18647877, 18663688, 18663952, 18664036, 18664207,
            18664294, 18664330, 18664519, 18664533],
           dtype='int64', length=1218)";0.6252089602139752;1.2;0.5210074668449793
Mi;2.0;-12.162528216704288;-0.20270880361173813;"Int64Index([  726410,   726423,   726434,   726447,   729299,   729668,
              729684,   729698,   729714,   729895,
            ...
            18538810, 18584476, 18584479, 18635009, 18647900, 18647922,
            18663776, 18663948, 18664203, 18664417],
           dtype='int64', length=1124)";0.20270880361173813;1.2;0.16892400300978178
Mi;3.0;-0.5262096774193549;-0.00877016129032258;"Int64Index([  724838,   724848,   724859,   724869,   724933,   724969,
              724993,   725005,   726458,   726471,
            ...
            18631557, 18631573, 18632374, 18632418, 18635011, 18647945,
            18647967, 18663609, 18663611, 18663648],
           dtype='int64', length=1322)";0.00877016129032258;1.2;0.007308467741935484
Mi;4.0;10.143656167206359;0.16906093612010598;"Int64Index([  724880,   724890,   724892,   724935,   724971,   725027,
              725029,   725031,   726506,   726519,
            ...
            18660335, 18660350, 18661987, 18661990, 18661995, 18662558,
            18662561, 18663650, 18663950, 18664205],
           dtype='int64', length=4613)";-0.16906093612010598;1.2;-0.14088411343342166
