weekday;hour;average_delay_sec;average_delay_min;datas_index;gamma_expect;gamma_a;gamma_scale
Mi;5.0;-11.632516703786191;-0.1938752783964365;"Int64Index([  725052,   725073,   725679,   725700,   725721,   727639,
              727649,   727660,   727670,   730180,
            ...
            18660380, 18660395, 18661999, 18662004, 18662008, 18662259,
            18662566, 18662570, 18662575, 18662579],
           dtype='int64', length=5642)";0.1938752783964365;1.2;0.16156273199703042
Mi;6.0;-30.869679539852097;-0.514494658997535;"Int64Index([  725095,   725116,   725743,   725764,   726523,   726549,
              727681,   727691,   727702,   727712,
            ...
            18662267, 18662271, 18662276, 18662584, 18662588, 18662593,
            18662597, 18662883, 18662920, 18662933],
           dtype='int64', length=7515)";0.514494658997535;1.2;0.4287455491646125
Mi;7.0;-176.17038450249487;-2.936173075041581;"Int64Index([  725138,   725159,   725786,   725807,   726577,   726603,
              727326,   727334,   727341,   727723,
            ...
            18662280, 18662285, 18662289, 18662294, 18662602, 18662606,
            18662611, 18662615, 18662969, 18662982],
           dtype='int64', length=8228)";2.936173075041581;1.2;2.4468108958679844
Mi;8.0;-147.81555747623165;-2.463592624603861;"Int64Index([  725181,   725202,   725829,   725850,   726631,   727348,
              727355,   727362,   727769,   727779,
            ...
            18662298, 18662303, 18662307, 18662312, 18662620, 18662624,
            18662629, 18662633, 18663018, 18663031],
           dtype='int64', length=6941)";2.463592624603861;1.2;2.0529938538365506
Mi;9.0;-96.94698748043818;-1.6157831246739698;"Int64Index([  725224,   725245,   725872,   725893,   726657,   726685,
              727369,   727376,   727383,   727390,
            ...
            18662316, 18662321, 18662325, 18662330, 18662638, 18662642,
            18662647, 18662651, 18663067, 18663080],
           dtype='int64', length=6133)";1.6157831246739698;1.2;1.3464859372283082
Mi;10.0;-82.74448413532255;-1.3790747355887092;"Int64Index([  725267,   725288,   725915,   725936,   726711,   727397,
              727404,   727411,   727418,   727853,
            ...
            18662334, 18662339, 18662343, 18662348, 18662656, 18662660,
            18662665, 18662669, 18663116, 18663129],
           dtype='int64', length=5505)";1.3790747355887092;1.2;1.1492289463239245
Mi;11.0;-112.72595548089038;-1.8787659246815063;"Int64Index([  725310,   725331,   725958,   725979,   726739,   726765,
              727425,   727432,   727439,   727446,
            ...
            18662352, 18662357, 18662361, 18662366, 18662674, 18662678,
            18662683, 18662687, 18663165, 18663178],
           dtype='int64', length=5531)";1.8787659246815063;1.2;1.565638270567922
Mi;12.0;-111.94080629301868;-1.8656801048836447;"Int64Index([  725353,   725374,   726001,   726022,   726793,   727453,
              727460,   727467,   727474,   727937,
            ...
            18662370, 18662375, 18662379, 18662384, 18662692, 18662696,
            18662701, 18662705, 18663214, 18663227],
           dtype='int64', length=5959)";1.8656801048836447;1.2;1.5547334207363706
Mi;13.0;-122.72707049965777;-2.0454511749942963;"Int64Index([  725396,   725417,   726044,   726065,   726819,   726847,
              727481,   727488,   727495,   727502,
            ...
            18662388, 18662393, 18662397, 18662402, 18662710, 18662714,
            18662719, 18662723, 18663263, 18663276],
           dtype='int64', length=6925)";2.0454511749942963;1.2;1.7045426458285804
Mi;14.0;-195.59662883845127;-3.259943813974188;"Int64Index([  725439,   725460,   726087,   726108,   726873,   727516,
              727523,   727530,   727537,   728021,
            ...
            18662406, 18662411, 18662415, 18662420, 18662728, 18662732,
            18662737, 18662741, 18663312, 18663325],
           dtype='int64', length=7135)";3.259943813974188;1.2;2.71661984497849
Mi;15.0;-299.4197445633414;-4.99032907605569;"Int64Index([  725482,   725503,   726130,   726151,   726901,   726927,
              727544,   727551,   727558,   727565,
            ...
            18662424, 18662429, 18662433, 18662438, 18662746, 18662750,
            18662755, 18662759, 18663361, 18663374],
           dtype='int64', length=7028)";4.99032907605569;1.2;4.158607563379742
Mi;16.0;-339.34977973568283;-5.655829662261381;"Int64Index([  725525,   725546,   726173,   726194,   726955,   727572,
              727579,   727586,   727593,   728109,
            ...
            18662442, 18662447, 18662451, 18662456, 18662764, 18662768,
            18662773, 18662777, 18663410, 18663423],
           dtype='int64', length=6897)";5.655829662261381;1.2;4.713191385217818
Mi;17.0;-251.327023988006;-4.188783733133433;"Int64Index([  725568,   725589,   726216,   726237,   726981,   727009,
              727600,   727607,   727614,   727621,
            ...
            18662460, 18662465, 18662469, 18662474, 18662782, 18662786,
            18662791, 18662795, 18663459, 18663472],
           dtype='int64', length=6787)";4.188783733133433;1.2;3.490653110944528
Mi;18.0;-126.55902051067392;-2.109317008511232;"Int64Index([  725611,   725632,   726259,   726280,   727035,   727628,
              727635,   727637,   728193,   728203,
            ...
            18662478, 18662483, 18662487, 18662492, 18662800, 18662804,
            18662809, 18662813, 18663508, 18663521],
           dtype='int64', length=6269)";2.109317008511232;1.2;1.7577641737593601
Mi;19.0;-31.5559172285515;-0.5259319538091917;"Int64Index([  725654,   725675,   725677,   726302,   726323,   727063,
              727089,   728235,   728245,   728256,
            ...
            18662255, 18662257, 18662496, 18662501, 18662505, 18662818,
            18662822, 18662827, 18663557, 18663570],
           dtype='int64', length=5619)";0.5259319538091917;1.2;0.4382766281743264
Mi;20.0;-68.23587866108787;-1.1372646443514645;"Int64Index([  726325,   727108,   727125,   727144,   728277,   728287,
              728298,   728300,   730657,   731131,
            ...
            18661985, 18662510, 18662514, 18662519, 18662831, 18662835,
            18662837, 18662839, 18662842, 18663572],
           dtype='int64', length=4998)";1.1372646443514645;1.2;0.9477205369595537
Mi;21.0;-48.97712717291857;-0.8162854528819762;"Int64Index([  727161,   727180,   735810,   735832,   737198,   737939,
              737972,   738646,   739386,   739420,
            ...
            18660233, 18661141, 18661156, 18661171, 18662523, 18662528,
            18662532, 18662847, 18662851, 18662856],
           dtype='int64', length=3942)";0.8162854528819762;1.2;0.6802378774016469
Mi;22.0;-22.50096215522771;-0.37501603592046184;"Int64Index([  727197,   727216,   727233,   727252,   735852,   735874,
              737232,   737265,   738006,   738679,
            ...
            18660282, 18661186, 18661201, 18661216, 18662537, 18662541,
            18662546, 18662860, 18662865, 18662869],
           dtype='int64', length=3783)";0.37501603592046184;1.2;0.31251336326705154
Mi;23.0;24.943059173799778;0.41571765289666296;"Int64Index([  727269,   727288,   735894,   735916,   737299,   738039,
              738072,   738746,   739487,   739520,
            ...
            18661246, 18661261, 18662550, 18662554, 18662556, 18662874,
            18662878, 18662882, 18664038, 18664419],
           dtype='int64', length=3372)";-0.41571765289666296;1.2;-0.3464313774138858
Do;0.0;7.8196187819618785;0.13032697969936463;"Int64Index([ 1451110,  1451122,  1451135,  1452089,  1452107,  1452109,
             1454347,  1454362,  1454378,  1454591,
            ...
            14731485, 14732302, 14732305, 14732309, 14733072, 14733096,
            14733099, 14736690, 14736692, 14737053],
           dtype='int64', length=3620)";-0.13032697969936463;1.2;-0.1086058164161372
Do;1.0;-55.226681127982644;-0.9204446854663774;"Int64Index([ 1451146,  1451159,  1451170,  1451183,  1453983,  1454016,
             1454050,  1454392,  1454408,  1454422,
            ...
            14647030, 14647118, 14676336, 14677081, 14715574, 14715576,
            14731489, 14731491, 14732311, 14737102],
           dtype='int64', length=1226)";0.9204446854663774;1.2;0.7670372378886479
Do;2.0;-26.0162224797219;-0.433603707995365;"Int64Index([ 1451194,  1451207,  1451218,  1451231,  1454083,  1454452,
             1454468,  1454482,  1454498,  1454679,
            ...
            14544199, 14544400, 14611727, 14646273, 14646445, 14646745,
            14646912, 14676365, 14676368, 14737148],
           dtype='int64', length=1124)";0.433603707995365;1.2;0.36133642332947086
Do;3.0;0.7811550151975684;0.013019250253292806;"Int64Index([ 1449622,  1449632,  1449643,  1449653,  1449717,  1449753,
             1449777,  1449789,  1451242,  1451255,
            ...
            14717713, 14723973, 14723989, 14727598, 14727614, 14728415,
            14728459, 14729139, 14729143, 14737150],
           dtype='int64', length=1333)";-0.013019250253292806;1.2;-0.01084937521107734
Do;4.0;11.256133177570094;0.18760221962616824;"Int64Index([ 1449664,  1449674,  1449676,  1449719,  1449755,  1449811,
             1449813,  1449815,  1451290,  1451303,
            ...
            14730011, 14730014, 14730633, 14730637, 14730640, 14730665,
            14734284, 14734317, 14735376, 14735394],
           dtype='int64', length=4656)";-0.18760221962616824;1.2;-0.15633518302180688
Do;5.0;-8.403489152314918;-0.14005815253858198;"Int64Index([ 1449836,  1449857,  1450463,  1450484,  1450505,  1452423,
             1452433,  1452444,  1452454,  1454964,
            ...
            14730696, 14731494, 14731518, 14732314, 14733102, 14733692,
            14734348, 14735444, 14735953, 14736004],
           dtype='int64', length=5728)";0.14005815253858198;1.2;0.11671512711548498
Do;6.0;-32.882054637657454;-0.5480342439609576;"Int64Index([ 1449879,  1449900,  1450527,  1450548,  1451307,  1451333,
             1452465,  1452475,  1452486,  1452496,
            ...
            14733132, 14733694, 14733719, 14733744, 14734381, 14734923,
            14734956, 14735495, 14736694, 14737153],
           dtype='int64', length=7620)";0.5480342439609576;1.2;0.456695203300798
Do;7.0;-183.631718061674;-3.0605286343612335;"Int64Index([ 1449922,  1449943,  1450570,  1450591,  1451361,  1451387,
             1452110,  1452118,  1452125,  1452507,
            ...
            14734412, 14734445, 14734987, 14735545, 14736054, 14736710,
            14736726, 14736728, 14737177, 14737202],
           dtype='int64', length=8344)";3.0605286343612335;1.2;2.550440528634361
Do;8.0;-162.57572614107883;-2.7095954356846472;"Int64Index([ 1449965,  1449986,  1450613,  1450634,  1451415,  1452132,
             1452139,  1452146,  1452553,  1452563,
            ...
            14733213, 14733238, 14733800, 14733803, 14733806, 14733831,
            14735020, 14736105, 14737228, 14737253],
           dtype='int64', length=7048)";2.7095954356846472;1.2;2.2579961964038726
