line,departure_name,departure_time,arrival_time,arrival_name,distance,pause,rotation_id,vehicle_type
511,Pretschen Pretschener Anger,2022-02-01T05:43:00,2022-02-01T06:14:00,Luebben Bahnhof,23030,6,51113,NFB
511,Luebben Bahnhof,2022-02-01T06:20:00,2022-02-01T06:52:00,Krausnick Wendeplatz,20975,1,51113,NFB
511,Krausnick Wendeplatz,2022-02-01T06:53:00,2022-02-01T07:37:00,Luebben Bahnhof,28896,0,51113,NFB
511,Luebben Bahnhof,2022-02-01T07:37:00,2022-02-01T07:47:00,Luebben Betriebshof,4140,293,51113,NFB
511,Luebben Betriebshof,2022-02-01T12:47:00,2022-02-01T12:57:00,Luebben Bahnhof,4220,5,51113,NFB
511,Luebben Bahnhof,2022-02-01T13:02:00,2022-02-01T13:09:00,Hartmannsdorf Schauna,4251,0,51113,NFB
511,Hartmannsdorf Schauna,2022-02-01T13:09:00,2022-02-01T13:17:00,Luebben Bahnhof,4241,13,51113,NFB
511,Luebben Bahnhof,2022-02-01T13:30:00,2022-02-01T13:45:00,Radensdorf Hauptstr,10294,0,51113,NFB
511,Radensdorf Hauptstr,2022-02-01T13:45:00,2022-02-01T14:13:00,Goyatz Schule,20564,60,51113,NFB
511,Goyatz Schule,2022-02-01T15:13:00,2022-02-01T15:55:00,Groeditsch Schule,29576,2,51113,NFB
511,Groeditsch Schule,2022-02-01T15:57:00,2022-02-01T16:35:00,Krausnick Wendeplatz,27443,0,51113,NFB
511,Krausnick Wendeplatz,2022-02-01T16:35:00,2022-02-01T16:55:00,Luebben Betriebshof,17527,0,51113,NFB
512,Luebben Betriebshof,2022-02-01T13:27:00,2022-02-01T13:35:00,Luebben Cottbusser Str,3900,5,51203,NFB
512,Luebben Cottbusser Str,2022-02-01T13:40:00,2022-02-01T14:35:00,Rietzneuendorf Gemeindeamt,31713,7,51203,NFB
512,Rietzneuendorf Gemeindeamt,2022-02-01T14:32:00,2022-02-01T15:13:00,Luebben Postbautenstr,33367,0,51203,NFB
512,Luebben Postbautenstr,2022-02-01T15:13:00,2022-02-01T15:14:00,Luebben Stellplatz Betriebshof,200,0,51203,NFB
512,Luebben Stellplatz Betriebshof,2022-02-01T15:14:00,2022-02-01T15:19:00,Luebben Frankfurter Str,2687,1,51203,NFB
512,Luebben Frankfurter Str,2022-02-01T15:20:00,2022-02-01T15:46:00,Luebben Bahnhof,15090,0,51203,NFB
512,Luebben Bahnhof,2022-02-01T15:46:00,2022-02-01T15:56:00,Luebben Stellplatz Betriebshof,4140,31,51203,NFB
512,Luebben Stellplatz Betriebshof,2022-02-01T16:27:00,2022-02-01T16:37:00,Luebben Bahnhof,4220,5,51203,NFB
512,Luebben Bahnhof,2022-02-01T16:42:00,2022-02-01T17:16:00,Kuschkow Dorfanger,26831,0,51203,NFB
512,Kuschkow Dorfanger,2022-02-01T17:16:00,2022-02-01T17:39:00,Luebben Bahnhof,17378,6,51203,NFB
512,Luebben Bahnhof,2022-02-01T17:45:00,2022-02-01T18:15:00,Neu Luebbenau Kita,20992,0,51203,NFB
512,Neu Luebbenau Kita,2022-02-01T18:15:00,2022-02-01T18:45:00,Luebben Bahnhof,20866,0,51203,NFB
512,Luebben Bahnhof,2022-02-01T18:45:00,2022-02-01T18:55:00,Luebben Betriebshof,4140,0,51203,NFB
513,Luebben Betriebshof,2022-02-01T06:00:00,2022-02-01T06:10:00,Luebben Bahnhof,4220,5,51313,NFB
513,Luebben Bahnhof,2022-02-01T06:15:00,2022-02-01T06:33:00,Briesensee Kreuzung,11099,0,51313,NFB
513,Briesensee Kreuzung,2022-02-01T06:33:00,2022-02-01T07:18:00,Straupitz Schule,30673,2,51313,NFB
513,Straupitz Schule,2022-02-01T07:20:00,2022-02-01T07:40:00,Goyatz Schule,16630,2,51313,NFB
513,Goyatz Schule,2022-02-01T07:40:00,2022-02-01T08:10:00,Luebben Betriebshof,23839,289,51313,NFB
513,Luebben Betriebshof,2022-02-01T12:59:00,2022-02-01T13:29:00,Goyatz Schule,23410,5,51323,NFB
513,Goyatz Schule,2022-02-01T13:34:00,2022-02-01T14:04:00,Groeditsch Schule,23573,1,51323,NFB
513,Groeditsch Schule,2022-02-01T14:05:00,2022-02-01T14:28:00,Alt-Schadow,17957,2,51323,NFB
513,Alt-Schadow,2022-02-01T14:30:00,2022-02-01T15:04:00,Luebben Bahnhof,27678,26,51323,NFB
513,Luebben Bahnhof,2022-02-01T15:30:00,2022-02-01T15:45:00,Radensdorf Hauptstr,10294,0,51323,NFB
513,Radensdorf Hauptstr,2022-02-01T15:45:00,2022-02-01T16:16:00,Goyatz Schule,24018,4,51323,NFB
513,Goyatz Schule,2022-02-01T16:20:00,2022-02-01T16:41:00,Straupitz Dorfplatz,17943,0,51323,NFB
513,Straupitz Dorfplatz,2022-02-01T16:41:00,2022-02-01T17:01:00,Luebben Betriebshof,15500,0,51323,NFB
514,Luebben Betriebshof,2022-02-01T13:47:00,2022-02-01T13:48:00,Luebben Postbautenstr,130,5,51403,NFB
514,Luebben Postbautenstr,2022-02-01T13:53:00,2022-02-01T14:41:00,Luckau Am Anger,27372,0,51403,NFB
514,Luckau Am Anger,2022-02-01T14:41:00,2022-02-01T14:46:00,Luckau Stellplatz Betriebshof,5300,15,51403,NFB
514,Luckau Stellplatz Betriebshof,2022-02-01T15:01:00,2022-02-01T15:04:00,Luckau Busbahnhof,1700,4,51403,NFB
514,Luckau Busbahnhof,2022-02-01T15:08:00,2022-02-01T15:34:00,Luebben Bahnhof,19794,3,51403,NFB
514,Luebben Bahnhof,2022-02-01T15:37:00,2022-02-01T16:06:00,Groeditsch Schule,19993,0,51403,NFB
514,Groeditsch Schule,2022-02-01T16:06:00,2022-02-01T16:36:00,Luebben Bahnhof,19756,9,51403,NFB
514,Luebben Bahnhof,2022-02-01T16:45:00,2022-02-01T17:37:00,Golssen Markt,39648,4,51403,NFB
514,Golssen Markt,2022-02-01T17:41:00,2022-02-01T18:12:00,Luebben Bahnhof,26543,0,51403,NFB
514,Luebben Bahnhof,2022-02-01T18:12:00,2022-02-01T18:23:00,Luebben Reha-Zentrum,5800,13,51403,NFB
514,Luebben Reha-Zentrum,2022-02-01T18:36:00,2022-02-01T19:11:00,Luebben Reha-Zentrum,12612,0,51403,NFB
514,Luebben Reha-Zentrum,2022-02-01T19:11:00,2022-02-01T19:14:00,Luebben Betriebshof,1370,0,51403,NFB
515,Luebben Betriebshof,2022-02-01T05:55:00,2022-02-01T06:00:00,Luebben An der Kupka,2200,5,51513,NFB
515,Luebben An der Kupka,2022-02-01T06:05:00,2022-02-01T06:42:00,Rietzneuendorf Gemeindeamt,29596,1,51513,NFB
515,Rietzneuendorf Gemeindeamt,2022-02-01T06:43:00,2022-02-01T07:27:00,Luebben Frankfurter Str,28594,0,51513,NFB
515,Luebben Frankfurter Str,2022-02-01T07:27:00,2022-02-01T07:32:00,Luebben Stellplatz Betriebshof,2687,75,51513,NFB
515,Luebben Stellplatz Betriebshof,2022-02-01T08:47:00,2022-02-01T08:57:00,Luebben Bahnhof,2687,5,51513,NFB
515,Luebben Bahnhof,2022-02-01T09:02:00,2022-02-01T09:09:00,Hartmannsdorf Schauna,4251,0,51513,NFB
515,Hartmannsdorf Schauna,2022-02-01T09:09:00,2022-02-01T09:17:00,Luebben Bahnhof,4241,23,51513,NFB
515,Luebben Bahnhof,2022-02-01T09:40:00,2022-02-01T10:18:00,Alt-Schadow,29618,2,51513,NFB
515,Alt-Schadow,2022-02-01T10:20:00,2022-02-01T10:28:00,Neu Luebbenau Hauptstr,7242,0,51513,NFB
515,Neu Luebbenau Hauptstr,2022-02-01T10:28:00,2022-02-01T11:09:00,Luebben Bahnhof,31635,0,51513,NFB
515,Luebben Bahnhof,2022-02-01T11:09:00,2022-02-01T11:19:00,Luebben Betriebshof,4140,138,51513,NFB
515,Luebben Betriebshof,2022-02-01T13:37:00,2022-02-01T13:42:00,Luebben  Frankfurter Str,2687,5,51513,NFB
515,Luebben Frankfurter Str,2022-02-01T13:47:00,2022-02-01T14:13:00,Luebben Bahnhof,15090,29,51513,NFB
515,Luebben Bahnhof,2022-02-01T14:42:00,2022-02-01T15:21:00,Alt-Schadow,30793,1,51513,NFB
515,Alt-Schadow,2022-02-01T15:22:00,2022-02-01T15:40:00,Groeditsch Schule,14580,18,51513,NFB
515,Groeditsch Schule,2022-02-01T15:58:00,2022-02-01T16:34:00,Klein Leine,26939,0,51513,NFB
515,Klein Leine,2022-02-01T16:34:00,2022-02-01T16:49:00,Luebben Betriebshof,11723,0,51513,NFB
517,Luebben Betriebshof,2022-02-01T06:25:00,2022-02-01T06:35:00,Luebben Bahnhof,4220,5,51704,NFB
517,Luebben Bahnhof,2022-02-01T06:40:00,2022-02-01T06:55:00,Luebben Bahnhof,7088,8,51704,NFB
517,Luebben Bahnhof,2022-02-01T07:03:00,2022-02-01T07:22:00,Luebben Berliner Str,9609,0,51704,NFB
517,Luebben Berliner Str,2022-02-01T07:22:00,2022-02-01T07:26:00,Luebben Bahnhof,1960,14,51704,NFB
517,Luebben Bahnhof,2022-02-01T07:40:00,2022-02-01T08:23:00,Luebben Bahnhof,15527,17,51704,NFB
517,Luebben Bahnhof,2022-02-01T08:40:00,2022-02-01T09:28:00,Burg Hotel Bleske,32937,0,51704,NFB
517,Burg Hotel Bleske,2022-02-01T09:28:00,2022-02-01T09:29:00,Burg Lindenstr,317,3,51704,NFB
517,Burg Lindenstr,2022-02-01T09:32:00,2022-02-01T10:20:00,Luebben Bahnhof,33033,42,51704,NFB
517,Luebben Bahnhof,2022-02-01T11:02:00,2022-02-01T11:09:00,Hartmannsdorf Schauna,4251,0,51704,NFB
517,Hartmannsdorf Schauna,2022-02-01T11:09:00,2022-02-01T11:17:00,Luebben Bahnhof,4241,0,51704,NFB
517,Luebben Bahnhof,2022-02-01T11:17:00,2022-02-01T11:49:00,Goyatz Schule,25100,1,51704,NFB
517,Goyatz Schule,2022-02-01T11:50:00,2022-02-01T12:25:00,Lieberose Markt,28819,8,51704,NFB
517,Lieberose Markt,2022-02-01T12:33:00,2022-02-01T13:09:00,Goyatz Schule,28947,24,51704,NFB
517,Goyatz Schule,2022-02-01T13:33:00,2022-02-01T14:01:00,Radensdorf Hauptstr,22736,1,51704,NFB
517,Radensdorf Hauptstr,2022-02-01T14:02:00,2022-02-01T14:19:00,Luebben Bahnhof,9371,1,51704,NFB
517,Luebben Bahnhof,2022-02-01T14:20:00,2022-02-01T14:37:00,Schoenwalde Schule,13050,0,51704,NFB
517,Schoenwalde Schule,2022-02-01T14:37:00,2022-02-01T15:03:00,Schlepzig Kirche,21835,0,51704,NFB
517,Schlepzig Kirche,2022-02-01T15:03:00,2022-02-01T15:15:00,Luebben Am Ostbahnhof,10517,0,51704,NFB
