line,departure_name,departure_time,arrival_time,arrival_name,distance,pause,rotation_id,vehicle_type
LINE_0,DEPS_1,2022-03-07 21:31:00,2022-03-07 21:31:00,S_0,0.06,0,4454943,CKB
LINE_0,S_0,2022-03-07 21:31:00,2022-03-07 22:04:00,S_2,14519,4,4454943,CKB
LINE_0,S_2,2022-03-07 22:08:00,2022-03-07 22:43:00,S_0,13541,8,4454943,CKB
LINE_0,S_0,2022-03-07 22:51:00,2022-03-07 23:24:00,S_2,14519,4,4454943,CKB
LINE_0,S_2,2022-03-07 23:28:00,2022-03-08 00:03:00,S_0,13541,8,4454943,CKB
LINE_0,S_0,2022-03-08 00:11:00,2022-03-08 00:44:00,S_2,14519,0,4454943,CKB
LINE_1,S_2,2022-03-08 00:44:00,2022-03-08 00:54:00,OPPS_3,4.1,25,4454943,CKB
LINE_1,OPPS_3,2022-03-08 01:19:00,2022-03-08 01:42:00,S_4,8.36,6,4454943,CKB
LINE_1,S_4,2022-03-08 01:48:00,2022-03-08 02:06:00,OPPS_3,9067,13,4454943,CKB
LINE_1,OPPS_3,2022-03-08 02:19:00,2022-03-08 02:42:00,S_4,8.36,6,4454943,CKB
LINE_1,S_4,2022-03-08 02:48:00,2022-03-08 03:06:00,OPPS_3,9067,13,4454943,CKB
LINE_1,OPPS_3,2022-03-08 03:19:00,2022-03-08 03:42:00,S_4,8.36,6,4454943,CKB
LINE_1,S_4,2022-03-08 03:48:00,2022-03-08 04:06:00,OPPS_3,9067,0,4454943,CKB
LINE_1,OPPS_3,2022-03-08 04:06:00,2022-03-08 04:06:00,DEPS_1,0.06,0,4454943,CKB
LINE_0,DEPS_1,2022-03-07 22:11:00,2022-03-07 22:11:00,S_0,0.06,0,4454948,CKB
LINE_0,S_0,2022-03-07 22:11:00,2022-03-07 22:44:00,S_2,14519,4,4454948,CKB
LINE_0,S_2,2022-03-07 22:48:00,2022-03-07 23:23:00,S_0,13541,8,4454948,CKB
LINE_0,S_0,2022-03-07 23:31:00,2022-03-08 00:04:00,S_2,14519,4,4454948,CKB
LINE_0,S_2,2022-03-08 00:08:00,2022-03-08 00:39:00,S_5,12213,0,4454948,CKB
LINE_1,S_5,2022-03-08 00:39:00,2022-03-08 00:47:00,OPPS_3,4.0,2,4454948,CKB
LINE_1,OPPS_3,2022-03-08 00:49:00,2022-03-08 01:12:00,S_4,8.36,6,4454948,CKB
LINE_1,S_4,2022-03-08 01:18:00,2022-03-08 01:36:00,OPPS_3,9067,13,4454948,CKB
LINE_1,OPPS_3,2022-03-08 01:49:00,2022-03-08 02:12:00,S_4,8.36,6,4454948,CKB
LINE_1,S_4,2022-03-08 02:18:00,2022-03-08 02:36:00,OPPS_3,9067,13,4454948,CKB
LINE_1,OPPS_3,2022-03-08 02:49:00,2022-03-08 03:12:00,S_4,8.36,6,4454948,CKB
LINE_1,S_4,2022-03-08 03:18:00,2022-03-08 03:36:00,OPPS_3,9067,13,4454948,CKB
LINE_1,OPPS_3,2022-03-08 03:49:00,2022-03-08 04:12:00,S_4,8.36,0,4454948,CKB
LINE_1,S_4,2022-03-08 04:12:00,2022-03-08 04:12:00,DEPS_1,0.06,0,4454948,CKB
LINE_2,DEPS_1,2022-03-07 21:06:00,2022-03-07 21:06:00,S_6,0.06,0,4664622,CKB
LINE_2,S_6,2022-03-07 21:06:00,2022-03-07 21:34:00,S_7,13018,19,4664622,CKB
LINE_2,S_7,2022-03-07 21:53:00,2022-03-07 22:13:00,S_8,10332,17,4664622,CKB
LINE_2,S_8,2022-03-07 22:30:00,2022-03-07 22:54:00,S_7,10.48,19,4664622,CKB
LINE_2,S_7,2022-03-07 23:13:00,2022-03-07 23:33:00,S_8,10332,17,4664622,CKB
LINE_2,S_8,2022-03-07 23:50:00,2022-03-08 00:14:00,S_7,10.48,2,4664622,CKB
LINE_2,S_7,2022-03-08 00:16:00,2022-03-08 00:23:00,S_9,3709,5,4664622,CKB
LINE_3,S_9,2022-03-08 00:28:00,2022-03-08 00:44:00,OPPS_10,6404,3,4664622,CKB
LINE_3,OPPS_10,2022-03-08 00:47:00,2022-03-08 01:10:00,S_11,10579,7,4664622,CKB
LINE_3,S_11,2022-03-08 01:17:00,2022-03-08 01:44:00,OPPS_10,12007,3,4664622,CKB
LINE_3,OPPS_10,2022-03-08 01:47:00,2022-03-08 02:10:00,S_11,10579,7,4664622,CKB
LINE_3,S_11,2022-03-08 02:17:00,2022-03-08 02:44:00,OPPS_10,12007,3,4664622,CKB
LINE_3,OPPS_10,2022-03-08 02:47:00,2022-03-08 03:10:00,S_11,10579,7,4664622,CKB
LINE_3,S_11,2022-03-08 03:17:00,2022-03-08 03:44:00,OPPS_10,12007,3,4664622,CKB
LINE_3,OPPS_10,2022-03-08 03:47:00,2022-03-08 04:10:00,S_11,10579,7,4664622,CKB
LINE_3,S_11,2022-03-08 04:17:00,2022-03-08 04:44:00,OPPS_10,12007,0,4664622,CKB
LINE_3,OPPS_10,2022-03-08 04:44:00,2022-03-08 04:44:00,DEPS_1,0.06,0,4664622,CKB
LINE_2,DEPS_1,2022-03-07 20:26:00,2022-03-07 20:26:00,S_6,0.06,0,4762732,CKB
LINE_2,S_6,2022-03-07 20:26:00,2022-03-07 20:56:00,S_12,14097,14,4762732,CKB
LINE_2,S_12,2022-03-07 21:10:00,2022-03-07 21:38:00,S_6,13.19,8,4762732,CKB
LINE_2,S_6,2022-03-07 21:46:00,2022-03-07 22:14:00,S_7,13018,19,4762732,CKB
LINE_2,S_7,2022-03-07 22:33:00,2022-03-07 22:53:00,S_8,10332,17,4762732,CKB
LINE_2,S_8,2022-03-07 23:10:00,2022-03-07 23:34:00,S_7,10.48,19,4762732,CKB
LINE_2,S_7,2022-03-07 23:53:00,2022-03-08 00:13:00,S_8,10332,2,4762732,CKB
LINE_2,S_8,2022-03-08 00:15:00,2022-03-08 00:16:00,OPPS_10,506,1,4762732,CKB
LINE_3,OPPS_10,2022-03-08 00:17:00,2022-03-08 00:40:00,S_11,10579,7,4762732,CKB
LINE_3,S_11,2022-03-08 00:47:00,2022-03-08 01:14:00,OPPS_10,12007,3,4762732,CKB
LINE_3,OPPS_10,2022-03-08 01:17:00,2022-03-08 01:40:00,S_11,10579,7,4762732,CKB
LINE_3,S_11,2022-03-08 01:47:00,2022-03-08 02:14:00,OPPS_10,12007,3,4762732,CKB
LINE_3,OPPS_10,2022-03-08 02:17:00,2022-03-08 02:40:00,S_11,10579,7,4762732,CKB
LINE_3,S_11,2022-03-08 02:47:00,2022-03-08 03:14:00,OPPS_10,12007,3,4762732,CKB
LINE_3,OPPS_10,2022-03-08 03:17:00,2022-03-08 03:40:00,S_11,10579,7,4762732,CKB
LINE_3,S_11,2022-03-08 03:47:00,2022-03-08 04:14:00,OPPS_10,12007,3,4762732,CKB
LINE_3,OPPS_10,2022-03-08 04:17:00,2022-03-08 04:40:00,S_11,10579,3,4762732,CKB
LINE_4,S_11,2022-03-08 04:43:00,2022-03-08 04:58:00,S_13,6161,0,4762732,CKB
LINE_4,S_13,2022-03-08 04:58:00,2022-03-08 04:58:00,DEPS_1,0.06,0,4762732,CKB
LINE_5,DEPS_1,2022-03-07 22:56:00,2022-03-07 22:56:00,S_14,0.06,0,4617401,CKB
LINE_5,S_14,2022-03-07 22:56:00,2022-03-07 23:08:00,S_15,5882,3,4617401,CKB
LINE_5,S_15,2022-03-07 23:11:00,2022-03-07 23:25:00,S_14,6232,0,4617401,CKB
LINE_5,S_14,2022-03-07 23:25:00,2022-03-07 23:38:00,S_15,6086,3,4617401,CKB
LINE_5,S_15,2022-03-07 23:41:00,2022-03-07 23:55:00,S_14,6232,0,4617401,CKB
LINE_5,S_14,2022-03-07 23:55:00,2022-03-08 00:08:00,S_15,6086,0,4617401,CKB
LINE_5,S_15,2022-03-08 00:08:00,2022-03-08 00:08:00,DEPS_1,0.06,0,4617401,CKB
LINE_6,DEPS_1,2022-03-07 05:05:00,2022-03-07 05:05:00,S_16,0.06,0,4426844,CKB
LINE_6,S_16,2022-03-07 05:05:00,2022-03-07 05:14:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 05:14:00,2022-03-07 05:23:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 05:25:00,2022-03-07 05:34:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 05:34:00,2022-03-07 05:43:00,S_16,5139,23,4426844,CKB
LINE_6,S_16,2022-03-07 06:06:00,2022-03-07 06:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 06:15:00,2022-03-07 06:24:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 06:26:00,2022-03-07 06:35:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 06:35:00,2022-03-07 06:44:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 06:46:00,2022-03-07 06:55:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 06:55:00,2022-03-07 07:04:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 07:06:00,2022-03-07 07:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 07:15:00,2022-03-07 07:24:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 07:26:00,2022-03-07 07:35:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 07:35:00,2022-03-07 07:44:00,S_16,5139,22,4426844,CKB
LINE_6,S_16,2022-03-07 08:06:00,2022-03-07 08:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 08:15:00,2022-03-07 08:24:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 08:26:00,2022-03-07 08:35:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 08:35:00,2022-03-07 08:44:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 08:46:00,2022-03-07 08:55:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 08:55:00,2022-03-07 09:04:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 09:06:00,2022-03-07 09:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 09:15:00,2022-03-07 09:24:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 09:26:00,2022-03-07 09:35:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 09:35:00,2022-03-07 09:44:00,S_16,5139,22,4426844,CKB
LINE_6,S_16,2022-03-07 10:06:00,2022-03-07 10:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 10:15:00,2022-03-07 10:24:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 10:26:00,2022-03-07 10:35:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 10:35:00,2022-03-07 10:44:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 10:46:00,2022-03-07 10:55:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 10:55:00,2022-03-07 11:04:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 11:06:00,2022-03-07 11:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 11:15:00,2022-03-07 11:24:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 11:26:00,2022-03-07 11:35:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 11:35:00,2022-03-07 11:44:00,S_16,5139,22,4426844,CKB
LINE_6,S_16,2022-03-07 12:06:00,2022-03-07 12:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 12:15:00,2022-03-07 12:24:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 12:26:00,2022-03-07 12:35:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 12:35:00,2022-03-07 12:44:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 12:46:00,2022-03-07 12:55:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 12:55:00,2022-03-07 13:04:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 13:06:00,2022-03-07 13:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 13:15:00,2022-03-07 13:24:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 13:26:00,2022-03-07 13:35:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 13:35:00,2022-03-07 13:44:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 13:46:00,2022-03-07 13:55:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 13:55:00,2022-03-07 14:04:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 14:06:00,2022-03-07 14:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 14:15:00,2022-03-07 14:24:00,S_16,5139,22,4426844,CKB
LINE_6,S_16,2022-03-07 14:46:00,2022-03-07 14:55:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 14:55:00,2022-03-07 15:04:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 15:06:00,2022-03-07 15:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 15:15:00,2022-03-07 15:24:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 15:26:00,2022-03-07 15:35:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 15:35:00,2022-03-07 15:44:00,S_16,5139,22,4426844,CKB
LINE_6,S_16,2022-03-07 16:06:00,2022-03-07 16:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 16:15:00,2022-03-07 16:24:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 16:26:00,2022-03-07 16:35:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 16:35:00,2022-03-07 16:44:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 16:46:00,2022-03-07 16:55:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 16:55:00,2022-03-07 17:04:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 17:06:00,2022-03-07 17:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 17:15:00,2022-03-07 17:24:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 17:26:00,2022-03-07 17:35:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 17:35:00,2022-03-07 17:44:00,S_16,5139,22,4426844,CKB
LINE_6,S_16,2022-03-07 18:06:00,2022-03-07 18:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 18:15:00,2022-03-07 18:24:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 18:26:00,2022-03-07 18:35:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 18:35:00,2022-03-07 18:44:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 18:46:00,2022-03-07 18:55:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 18:55:00,2022-03-07 19:04:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 19:06:00,2022-03-07 19:15:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 19:15:00,2022-03-07 19:24:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 19:26:00,2022-03-07 19:35:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 19:35:00,2022-03-07 19:44:00,S_16,5139,21,4426844,CKB
LINE_6,S_16,2022-03-07 20:05:00,2022-03-07 20:14:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 20:14:00,2022-03-07 20:23:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 20:25:00,2022-03-07 20:34:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 20:34:00,2022-03-07 20:43:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 20:45:00,2022-03-07 20:54:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 20:54:00,2022-03-07 21:03:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 21:05:00,2022-03-07 21:14:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 21:14:00,2022-03-07 21:23:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 21:25:00,2022-03-07 21:34:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 21:34:00,2022-03-07 21:43:00,S_16,5139,22,4426844,CKB
LINE_6,S_16,2022-03-07 22:05:00,2022-03-07 22:14:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 22:14:00,2022-03-07 22:23:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 22:25:00,2022-03-07 22:34:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 22:34:00,2022-03-07 22:43:00,S_16,5139,2,4426844,CKB
LINE_6,S_16,2022-03-07 22:45:00,2022-03-07 22:54:00,S_17,4781,0,4426844,CKB
LINE_6,S_17,2022-03-07 22:54:00,2022-03-07 23:03:00,S_16,5139,0,4426844,CKB
LINE_6,S_16,2022-03-07 23:03:00,2022-03-07 23:03:00,DEPS_1,0.06,0,4426844,CKB
LINE_7,DEPS_1,2022-03-08 00:06:00,2022-03-08 00:06:00,S_18,0.06,0,4708594,CKB
LINE_7,S_18,2022-03-08 00:06:00,2022-03-08 00:27:00,S_19,7827,0,4708594,CKB
LINE_8,S_19,2022-03-08 00:27:00,2022-03-08 00:48:00,S_20,11079,0,4708594,CKB
LINE_8,S_20,2022-03-08 00:48:00,2022-03-08 01:25:00,OPPS_21,20641,8,4708594,CKB
LINE_8,OPPS_21,2022-03-08 01:33:00,2022-03-08 02:16:00,S_20,20579,1,4708594,CKB
LINE_8,S_20,2022-03-08 02:17:00,2022-03-08 02:55:00,OPPS_21,20641,8,4708594,CKB
LINE_8,OPPS_21,2022-03-08 03:03:00,2022-03-08 03:46:00,S_20,20579,1,4708594,CKB
LINE_8,S_20,2022-03-08 03:47:00,2022-03-08 04:25:00,OPPS_21,20641,0,4708594,CKB
LINE_8,OPPS_21,2022-03-08 04:25:00,2022-03-08 04:25:00,DEPS_1,0.06,0,4708594,CKB
LINE_9,DEPS_23,2022-03-07 05:15:00,2022-03-07 06:01:00,S_22,17.9,0,4317624,VDL
LINE_9,S_22,2022-03-07 06:01:00,2022-03-07 06:15:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 06:23:00,2022-03-07 06:37:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 06:41:00,2022-03-07 06:55:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 07:03:00,2022-03-07 07:17:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 07:21:00,2022-03-07 07:35:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 07:43:00,2022-03-07 07:57:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 08:01:00,2022-03-07 08:15:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 08:23:00,2022-03-07 08:37:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 08:41:00,2022-03-07 08:55:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 09:03:00,2022-03-07 09:17:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 09:21:00,2022-03-07 09:35:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 09:43:00,2022-03-07 09:57:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 10:01:00,2022-03-07 10:15:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 10:23:00,2022-03-07 10:37:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 10:41:00,2022-03-07 10:55:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 11:03:00,2022-03-07 11:17:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 11:21:00,2022-03-07 11:35:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 11:43:00,2022-03-07 11:57:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 12:01:00,2022-03-07 12:15:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 12:23:00,2022-03-07 12:37:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 12:41:00,2022-03-07 12:55:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 13:03:00,2022-03-07 13:17:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 13:21:00,2022-03-07 13:35:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 13:43:00,2022-03-07 13:57:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 14:01:00,2022-03-07 14:15:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 14:23:00,2022-03-07 14:37:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 14:41:00,2022-03-07 14:55:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 15:03:00,2022-03-07 15:17:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 15:21:00,2022-03-07 15:35:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 15:43:00,2022-03-07 15:57:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 16:01:00,2022-03-07 16:15:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 16:23:00,2022-03-07 16:37:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 16:41:00,2022-03-07 16:55:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 17:03:00,2022-03-07 17:17:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 17:21:00,2022-03-07 17:35:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 17:43:00,2022-03-07 17:57:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 18:01:00,2022-03-07 18:15:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 18:23:00,2022-03-07 18:37:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 18:41:00,2022-03-07 18:55:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 19:03:00,2022-03-07 19:17:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 19:21:00,2022-03-07 19:35:00,S_22,4637,8,4317624,VDL
LINE_9,S_22,2022-03-07 19:43:00,2022-03-07 19:57:00,S_22,4637,4,4317624,VDL
LINE_9,S_22,2022-03-07 20:01:00,2022-03-07 20:14:00,S_22,4637,9,4317624,VDL
LINE_9,S_22,2022-03-07 20:23:00,2022-03-07 20:36:00,S_22,4637,0,4317624,VDL
LINE_9,S_22,2022-03-07 20:36:00,2022-03-07 21:15:00,DEPS_23,19.8,0,4317624,VDL
LINE_10,DEPS_1,2022-03-07 04:56:00,2022-03-07 04:56:00,S_24,0.06,18,4425667,CKB
LINE_10,S_24,2022-03-07 05:14:00,2022-03-07 05:20:00,S_25,3.29,0,4425667,CKB
LINE_10,S_25,2022-03-07 05:20:00,2022-03-07 05:24:00,S_24,2954,20,4425667,CKB
LINE_10,S_24,2022-03-07 05:44:00,2022-03-07 05:50:00,S_25,3.29,0,4425667,CKB
LINE_10,S_25,2022-03-07 05:50:00,2022-03-07 05:54:00,S_24,2954,5,4425667,CKB
LINE_10,S_24,2022-03-07 05:59:00,2022-03-07 06:06:00,S_25,3.29,2,4425667,CKB
LINE_10,S_25,2022-03-07 06:08:00,2022-03-07 06:13:00,S_24,2954,19,4425667,CKB
LINE_10,S_24,2022-03-07 06:32:00,2022-03-07 06:39:00,S_25,3.29,1,4425667,CKB
LINE_10,S_25,2022-03-07 06:40:00,2022-03-07 06:45:00,S_24,2954,7,4425667,CKB
LINE_10,S_24,2022-03-07 06:52:00,2022-03-07 06:59:00,S_25,3.29,1,4425667,CKB
LINE_10,S_25,2022-03-07 07:00:00,2022-03-07 07:05:00,S_24,2954,7,4425667,CKB
LINE_10,S_24,2022-03-07 07:12:00,2022-03-07 07:19:00,S_25,3.29,1,4425667,CKB
LINE_10,S_25,2022-03-07 07:20:00,2022-03-07 07:25:00,S_24,2954,7,4425667,CKB
LINE_10,S_24,2022-03-07 07:32:00,2022-03-07 07:39:00,S_25,3.29,1,4425667,CKB
LINE_10,S_25,2022-03-07 07:40:00,2022-03-07 07:45:00,S_24,2954,295,4425667,CKB
LINE_10,S_24,2022-03-07 12:40:00,2022-03-07 12:47:00,S_25,3.29,2,4425667,CKB
LINE_10,S_25,2022-03-07 12:49:00,2022-03-07 12:54:00,S_24,2954,46,4425667,CKB
LINE_10,S_24,2022-03-07 13:40:00,2022-03-07 13:47:00,S_25,3.29,2,4425667,CKB
LINE_10,S_25,2022-03-07 13:49:00,2022-03-07 13:54:00,S_24,2954,434,4425667,CKB
LINE_10,S_24,2022-03-07 21:08:00,2022-03-07 21:08:00,DEPS_1,0.06,0,4425667,CKB
LINE_11,DEPS_1,2022-03-07 07:20:00,2022-03-07 07:20:00,OPPS_26,0.06,0,4448149,CKB
LINE_11,OPPS_26,2022-03-07 07:20:00,2022-03-07 07:50:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 08:00:00,2022-03-07 08:30:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 08:40:00,2022-03-07 09:10:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 09:20:00,2022-03-07 09:50:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 10:00:00,2022-03-07 10:30:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 10:40:00,2022-03-07 11:10:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 11:20:00,2022-03-07 11:50:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 12:00:00,2022-03-07 12:30:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 12:40:00,2022-03-07 13:10:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 13:20:00,2022-03-07 13:50:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 14:00:00,2022-03-07 14:30:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 14:40:00,2022-03-07 15:10:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 15:20:00,2022-03-07 15:50:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 16:00:00,2022-03-07 16:30:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 16:40:00,2022-03-07 17:10:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 17:20:00,2022-03-07 17:50:00,OPPS_26,9266,10,4448149,CKB
LINE_11,OPPS_26,2022-03-07 18:00:00,2022-03-07 18:30:00,OPPS_26,9266,0,4448149,CKB
LINE_11,OPPS_26,2022-03-07 18:30:00,2022-03-07 18:30:00,DEPS_1,0.06,0,4448149,CKB
