time,Feed-in Total (kW)
2018-01-01 00:00:00+01:00,0.0
2018-01-01 01:00:00+01:00,0.0
2018-01-01 02:00:00+01:00,0.0
2018-01-01 03:00:00+01:00,0.0
2018-01-01 04:00:00+01:00,0.0
2018-01-01 05:00:00+01:00,0.0
2018-01-01 06:00:00+01:00,0.0
2018-01-01 07:00:00+01:00,0.0
2018-01-01 08:00:00+01:00,0.0
2018-01-01 09:00:00+01:00,20.59949737304199
2018-01-01 10:00:00+01:00,57.44536767395442
2018-01-01 11:00:00+01:00,87.80795648835002
2018-01-01 12:00:00+01:00,82.4312872827236
2018-01-01 13:00:00+01:00,60.73295277209872
2018-01-01 14:00:00+01:00,38.57275076938971
2018-01-01 15:00:00+01:00,0.0
2018-01-01 16:00:00+01:00,0.0
2018-01-01 17:00:00+01:00,0.0
2018-01-01 18:00:00+01:00,0.0
2018-01-01 19:00:00+01:00,0.0
2018-01-01 20:00:00+01:00,0.0
2018-01-01 21:00:00+01:00,0.0
2018-01-01 22:00:00+01:00,0.0
2018-01-01 23:00:00+01:00,0.0
2018-01-02 00:00:00+01:00,0.0
2018-01-02 01:00:00+01:00,0.0
2018-01-02 02:00:00+01:00,0.0
2018-01-02 03:00:00+01:00,0.0
2018-01-02 04:00:00+01:00,0.0
2018-01-02 05:00:00+01:00,0.0
2018-01-02 06:00:00+01:00,0.0
2018-01-02 07:00:00+01:00,0.0
2018-01-02 08:00:00+01:00,0.0
2018-01-02 09:00:00+01:00,0.9282483231458806
2018-01-02 10:00:00+01:00,6.522839084117224
2018-01-02 11:00:00+01:00,18.113391973670502
2018-01-02 12:00:00+01:00,23.93442006207004
2018-01-02 13:00:00+01:00,19.02198413802917
2018-01-02 14:00:00+01:00,3.7944513234994064
2018-01-02 15:00:00+01:00,0.0
2018-01-02 16:00:00+01:00,0.0
2018-01-02 17:00:00+01:00,0.0
2018-01-02 18:00:00+01:00,0.0
2018-01-02 19:00:00+01:00,0.0
2018-01-02 20:00:00+01:00,0.0
2018-01-02 21:00:00+01:00,0.0
2018-01-02 22:00:00+01:00,0.0
2018-01-02 23:00:00+01:00,0.0
2018-01-03 00:00:00+01:00,0.0
2018-01-03 01:00:00+01:00,0.0
2018-01-03 02:00:00+01:00,0.0
2018-01-03 03:00:00+01:00,0.0
2018-01-03 04:00:00+01:00,0.0
2018-01-03 05:00:00+01:00,0.0
2018-01-03 06:00:00+01:00,0.0
2018-01-03 07:00:00+01:00,0.0
2018-01-03 08:00:00+01:00,0.0
2018-01-03 09:00:00+01:00,0.0
2018-01-03 10:00:00+01:00,0.0
2018-01-03 11:00:00+01:00,3.1043054608116027
2018-01-03 12:00:00+01:00,44.500155163804976
2018-01-03 13:00:00+01:00,48.60707644284791
2018-01-03 14:00:00+01:00,5.352609987933698
2018-01-03 15:00:00+01:00,0.0
2018-01-03 16:00:00+01:00,0.0
2018-01-03 17:00:00+01:00,0.0
2018-01-03 18:00:00+01:00,0.0
2018-01-03 19:00:00+01:00,0.0
2018-01-03 20:00:00+01:00,0.0
2018-01-03 21:00:00+01:00,0.0
2018-01-03 22:00:00+01:00,0.0
2018-01-03 23:00:00+01:00,0.0
2018-01-04 00:00:00+01:00,0.0
2018-01-04 01:00:00+01:00,0.0
2018-01-04 02:00:00+01:00,0.0
2018-01-04 03:00:00+01:00,0.0
2018-01-04 04:00:00+01:00,0.0
2018-01-04 05:00:00+01:00,0.0
2018-01-04 06:00:00+01:00,0.0
2018-01-04 07:00:00+01:00,0.0
2018-01-04 08:00:00+01:00,0.0
2018-01-04 09:00:00+01:00,2.412911528138851
2018-01-04 10:00:00+01:00,7.735581619871407
2018-01-04 11:00:00+01:00,21.291168270279613
2018-01-04 12:00:00+01:00,40.94436918414178
2018-01-04 13:00:00+01:00,42.373288765911056
2018-01-04 14:00:00+01:00,29.225648212630627
2018-01-04 15:00:00+01:00,0.0
2018-01-04 16:00:00+01:00,0.0
2018-01-04 17:00:00+01:00,0.0
2018-01-04 18:00:00+01:00,0.0
2018-01-04 19:00:00+01:00,0.0
2018-01-04 20:00:00+01:00,0.0
2018-01-04 21:00:00+01:00,0.0
2018-01-04 22:00:00+01:00,0.0
2018-01-04 23:00:00+01:00,0.0
2018-01-05 00:00:00+01:00,0.0
2018-01-05 01:00:00+01:00,0.0
2018-01-05 02:00:00+01:00,0.0
2018-01-05 03:00:00+01:00,0.0
2018-01-05 04:00:00+01:00,0.0
2018-01-05 05:00:00+01:00,0.0
2018-01-05 06:00:00+01:00,0.0
2018-01-05 07:00:00+01:00,0.0
2018-01-05 08:00:00+01:00,0.0
2018-01-05 09:00:00+01:00,19.40043544618326
2018-01-05 10:00:00+01:00,17.78003649979294
2018-01-05 11:00:00+01:00,19.1828395051374
2018-01-05 12:00:00+01:00,17.28758152431003
2018-01-05 13:00:00+01:00,37.19451480924751
2018-01-05 14:00:00+01:00,26.347029652712724
2018-01-05 15:00:00+01:00,0.0
2018-01-05 16:00:00+01:00,0.0
2018-01-05 17:00:00+01:00,0.0
2018-01-05 18:00:00+01:00,0.0
2018-01-05 19:00:00+01:00,0.0
2018-01-05 20:00:00+01:00,0.0
2018-01-05 21:00:00+01:00,0.0
2018-01-05 22:00:00+01:00,0.0
2018-01-05 23:00:00+01:00,0.0
2018-01-06 00:00:00+01:00,0.0
2018-01-06 01:00:00+01:00,0.0
2018-01-06 02:00:00+01:00,0.0
2018-01-06 03:00:00+01:00,0.0
2018-01-06 04:00:00+01:00,0.0
2018-01-06 05:00:00+01:00,0.0
2018-01-06 06:00:00+01:00,0.0
2018-01-06 07:00:00+01:00,0.0
2018-01-06 08:00:00+01:00,0.0
2018-01-06 09:00:00+01:00,24.258760014041247
2018-01-06 10:00:00+01:00,54.91375116003941
2018-01-06 11:00:00+01:00,85.00597424688478
2018-01-06 12:00:00+01:00,85.90006197264941
2018-01-06 13:00:00+01:00,67.37653052865542
2018-01-06 14:00:00+01:00,31.174064306596133
2018-01-06 15:00:00+01:00,0.0
2018-01-06 16:00:00+01:00,0.0
2018-01-06 17:00:00+01:00,0.0
2018-01-06 18:00:00+01:00,0.0
2018-01-06 19:00:00+01:00,0.0
2018-01-06 20:00:00+01:00,0.0
2018-01-06 21:00:00+01:00,0.0
2018-01-06 22:00:00+01:00,0.0
2018-01-06 23:00:00+01:00,0.0
2018-01-07 00:00:00+01:00,0.0
2018-01-07 01:00:00+01:00,0.0
2018-01-07 02:00:00+01:00,0.0
2018-01-07 03:00:00+01:00,0.0
2018-01-07 04:00:00+01:00,0.0
2018-01-07 05:00:00+01:00,0.0
2018-01-07 06:00:00+01:00,0.0
2018-01-07 07:00:00+01:00,0.0
2018-01-07 08:00:00+01:00,0.0
2018-01-07 09:00:00+01:00,8.361867062873221
2018-01-07 10:00:00+01:00,26.028288674715704
2018-01-07 11:00:00+01:00,43.634635884057296
2018-01-07 12:00:00+01:00,34.49380141729803
2018-01-07 13:00:00+01:00,36.91816671510759
2018-01-07 14:00:00+01:00,33.35423932538908
2018-01-07 15:00:00+01:00,0.652259558172688
2018-01-07 16:00:00+01:00,0.0
2018-01-07 17:00:00+01:00,0.0
2018-01-07 18:00:00+01:00,0.0
2018-01-07 19:00:00+01:00,0.0
2018-01-07 20:00:00+01:00,0.0
2018-01-07 21:00:00+01:00,0.0
2018-01-07 22:00:00+01:00,0.0
2018-01-07 23:00:00+01:00,0.0
