vehicle_type,level_of_loading,incline,mean_speed_kmh,t_amb,consumption_kwh_per_km
SB,0.6,0,37.1,25,1.141
SB,0.6,0,37.1,35,1.307
SB,0.6,0.01,12.1,-15,4.599
SB,0.6,0.01,12.1,-5,3.454
SB,0.6,0.01,12.1,5,2.476
SB,0.6,0.01,12.1,15,1.855
SB,0.6,0.01,12.1,25,2.096
SB,0.6,0.01,12.1,35,2.701
SB,0.6,0.01,18,-15,3.49
SB,0.6,0.01,18,-5,2.77
SB,0.6,0.01,18,5,2.146
SB,0.6,0.01,18,15,1.749
SB,0.6,0.01,18,25,1.911
SB,0.6,0.01,18,35,2.304
SB,0.6,0.01,25.2,-15,2.681
SB,0.6,0.01,25.2,-5,2.287
SB,0.6,0.01,25.2,5,1.928
SB,0.6,0.01,25.2,15,1.703
SB,0.6,0.01,25.2,25,1.819
SB,0.6,0.01,25.2,35,2.068
SB,0.6,0.01,30,-15,2.463
SB,0.6,0.01,30,-5,2.138
SB,0.6,0.01,30,5,1.841
SB,0.6,0.01,30,15,1.653
SB,0.6,0.01,30,25,1.748
SB,0.6,0.01,30,35,1.953
SB,0.6,0.01,37.1,-15,2.3
SB,0.6,0.01,37.1,-5,2.023
SB,0.6,0.01,37.1,5,1.772
SB,0.6,0.01,37.1,15,1.608
SB,0.6,0.01,37.1,25,1.683
SB,0.6,0.01,37.1,35,1.848
SB,0.6,0.02,12.1,-15,5.093
SB,0.6,0.02,12.1,-5,3.949
SB,0.6,0.02,12.1,5,2.97
SB,0.6,0.02,12.1,15,2.349
SB,0.6,0.02,12.1,25,2.59
SB,0.6,0.02,12.1,35,3.195
SB,0.6,0.02,18,-15,3.999
SB,0.6,0.02,18,-5,3.279
SB,0.6,0.02,18,5,2.656
SB,0.6,0.02,18,15,2.259
SB,0.6,0.02,18,25,2.42
SB,0.6,0.02,18,35,2.814
SB,0.6,0.02,25.2,-15,3.195
SB,0.6,0.02,25.2,-5,2.8
SB,0.6,0.02,25.2,5,2.442
SB,0.6,0.02,25.2,15,2.216
SB,0.6,0.02,25.2,25,2.333
SB,0.6,0.02,25.2,35,2.582
SB,0.6,0.02,30,-15,2.989
SB,0.6,0.02,30,-5,2.665
SB,0.6,0.02,30,5,2.368
SB,0.6,0.02,30,15,2.179
SB,0.6,0.02,30,25,2.275
SB,0.6,0.02,30,35,2.48
SB,0.6,0.02,37.1,-15,2.841
SB,0.6,0.02,37.1,-5,2.565
SB,0.6,0.02,37.1,5,2.313
SB,0.6,0.02,37.1,15,2.15
SB,0.6,0.02,37.1,25,2.224
SB,0.6,0.02,37.1,35,2.39
SB,0.6,0.03,12.1,-15,5.588
SB,0.6,0.03,12.1,-5,4.443
SB,0.6,0.03,12.1,5,3.464
SB,0.6,0.03,12.1,15,2.844
SB,0.6,0.03,12.1,25,3.084
SB,0.6,0.03,12.1,35,3.69
SB,0.6,0.03,18,-15,4.509
SB,0.6,0.03,18,-5,3.789
SB,0.6,0.03,18,5,3.165
SB,0.6,0.03,18,15,2.768
SB,0.6,0.03,18,25,2.93
SB,0.6,0.03,18,35,3.323
SB,0.6,0.03,25.2,-15,3.709
SB,0.6,0.03,25.2,-5,3.314
SB,0.6,0.03,25.2,5,2.956
SB,0.6,0.03,25.2,15,2.731
SB,0.6,0.03,25.2,25,2.847
SB,0.6,0.03,25.2,35,3.096
SB,0.6,0.03,30,-15,3.517
SB,0.6,0.03,30,-5,3.192
SB,0.6,0.03,30,5,2.895
SB,0.6,0.03,30,15,2.707
SB,0.6,0.03,30,25,2.802
SB,0.6,0.03,30,35,3.007
SB,0.6,0.03,37.1,-15,3.382
SB,0.6,0.03,37.1,-5,3.106
SB,0.6,0.03,37.1,5,2.855
SB,0.6,0.03,37.1,15,2.691
SB,0.6,0.03,37.1,25,2.765
SB,0.6,0.03,37.1,35,2.931
SB,0.6,0.04,12.1,-15,6.082
SB,0.6,0.04,12.1,-5,4.938
SB,0.6,0.04,12.1,5,3.959
SB,0.6,0.04,12.1,15,3.338
SB,0.6,0.04,12.1,25,3.579
SB,0.6,0.04,12.1,35,4.184
SB,0.6,0.04,18,-15,5.018
SB,0.6,0.04,18,-5,4.298
SB,0.6,0.04,18,5,3.675
SB,0.6,0.04,18,15,3.278
SB,0.6,0.04,18,25,3.439
SB,0.6,0.04,18,35,3.833
SB,0.6,0.04,25.2,-15,4.223
SB,0.6,0.04,25.2,-5,3.828
SB,0.6,0.04,25.2,5,3.47
SB,0.6,0.04,25.2,15,3.245
SB,0.6,0.04,25.2,25,3.361
SB,0.6,0.04,25.2,35,3.61
SB,0.6,0.04,30,-15,4.044
SB,0.6,0.04,30,-5,3.719
SB,0.6,0.04,30,5,3.423
SB,0.6,0.04,30,15,3.234
SB,0.6,0.04,30,25,3.33
SB,0.6,0.04,30,35,3.535
SB,0.6,0.04,37.1,-15,3.924
SB,0.6,0.04,37.1,-5,3.647
SB,0.6,0.04,37.1,5,3.396
SB,0.6,0.04,37.1,15,3.232
SB,0.6,0.04,37.1,25,3.307
SB,0.6,0.04,37.1,35,3.472
SB,0.9,-0.04,12.1,-15,2.01
SB,0.9,-0.04,12.1,-5,0.866
SB,0.9,-0.04,12.1,5,-0.112
SB,0.9,-0.04,12.1,15,-0.504
SB,0.9,-0.04,12.1,25,-0.168
SB,0.9,-0.04,12.1,35,0.493
SB,0.9,-0.04,18,-15,0.886
SB,0.9,-0.04,18,-5,0.167
SB,0.9,-0.04,18,5,-0.456
SB,0.9,-0.04,18,15,-0.694
SB,0.9,-0.04,18,25,-0.471
SB,0.9,-0.04,18,35,-0.04
SB,0.9,-0.04,25.2,-15,0.067
SB,0.9,-0.04,25.2,-5,-0.327
SB,0.9,-0.04,25.2,5,-0.684
SB,0.9,-0.04,25.2,15,-0.789
SB,0.9,-0.04,25.2,25,-0.635
SB,0.9,-0.04,25.2,35,-0.359
SB,0.9,-0.04,30,-15,-0.147
SB,0.9,-0.04,30,-5,-0.469
SB,0.9,-0.04,30,5,-0.764
SB,0.9,-0.04,30,15,-0.85
SB,0.9,-0.04,30,25,-0.723
SB,0.9,-0.04,30,35,-0.494
SB,0.9,-0.04,37.1,-15,-0.308
SB,0.9,-0.04,37.1,-5,-0.582
SB,0.9,-0.04,37.1,5,-0.83
SB,0.9,-0.04,37.1,15,-0.91
SB,0.9,-0.04,37.1,25,-0.809
SB,0.9,-0.04,37.1,35,-0.622
SB,0.9,-0.03,12.1,-15,2.48
SB,0.9,-0.03,12.1,-5,1.336
SB,0.9,-0.03,12.1,5,0.357
SB,0.9,-0.03,12.1,15,-0.034
SB,0.9,-0.03,12.1,25,0.301
SB,0.9,-0.03,12.1,35,0.963
SB,0.9,-0.03,18,-15,1.366
SB,0.9,-0.03,18,-5,0.647
SB,0.9,-0.03,18,5,0.024
SB,0.9,-0.03,18,15,-0.214
SB,0.9,-0.03,18,25,0.009
SB,0.9,-0.03,18,35,0.441
SB,0.9,-0.03,25.2,-15,0.56
SB,0.9,-0.03,25.2,-5,0.167
SB,0.9,-0.03,25.2,5,-0.19
SB,0.9,-0.03,25.2,15,-0.295
SB,0.9,-0.03,25.2,25,-0.141
SB,0.9,-0.03,25.2,35,0.135
SB,0.9,-0.03,30,-15,0.331
SB,0.9,-0.03,30,-5,0.008
SB,0.9,-0.03,30,5,-0.287
SB,0.9,-0.03,30,15,-0.373
SB,0.9,-0.03,30,25,-0.245
SB,0.9,-0.03,30,35,-0.016
SB,0.9,-0.03,37.1,-15,0.152
SB,0.9,-0.03,37.1,-5,-0.121
SB,0.9,-0.03,37.1,5,-0.37
SB,0.9,-0.03,37.1,15,-0.45
SB,0.9,-0.03,37.1,25,-0.348
SB,0.9,-0.03,37.1,35,-0.162
SB,0.9,-0.02,12.1,-15,2.949
SB,0.9,-0.02,12.1,-5,1.805
SB,0.9,-0.02,12.1,5,0.827
SB,0.9,-0.02,12.1,15,0.435
SB,0.9,-0.02,12.1,25,0.771
SB,0.9,-0.02,12.1,35,1.432
SB,0.9,-0.02,18,-15,1.846
SB,0.9,-0.02,18,-5,1.127
SB,0.9,-0.02,18,5,0.504
SB,0.9,-0.02,18,15,0.266
SB,0.9,-0.02,18,25,0.489
SB,0.9,-0.02,18,35,0.921
SB,0.9,-0.02,25.2,-15,1.055
SB,0.9,-0.02,25.2,-5,0.661
SB,0.9,-0.02,25.2,5,0.304
SB,0.9,-0.02,25.2,15,0.199
SB,0.9,-0.02,25.2,25,0.353
SB,0.9,-0.02,25.2,35,0.63
SB,0.9,-0.02,30,-15,0.809
SB,0.9,-0.02,30,-5,0.486
SB,0.9,-0.02,30,5,0.191
SB,0.9,-0.02,30,15,0.105
SB,0.9,-0.02,30,25,0.233
SB,0.9,-0.02,30,35,0.462
SB,0.9,-0.02,37.1,-15,0.613
SB,0.9,-0.02,37.1,-5,0.34
SB,0.9,-0.02,37.1,5,0.091
SB,0.9,-0.02,37.1,15,0.011
SB,0.9,-0.02,37.1,25,0.113
SB,0.9,-0.02,37.1,35,0.299
SB,0.9,-0.01,12.1,-15,3.431
SB,0.9,-0.01,12.1,-5,2.286
SB,0.9,-0.01,12.1,5,1.307
SB,0.9,-0.01,12.1,15,0.915
SB,0.9,-0.01,12.1,25,1.251
SB,0.9,-0.01,12.1,35,1.911
SB,0.9,-0.01,18,-15,2.356
SB,0.9,-0.01,18,-5,1.636
SB,0.9,-0.01,18,5,1.013
SB,0.9,-0.01,18,15,0.773
SB,0.9,-0.01,18,25,0.995
SB,0.9,-0.01,18,35,1.426
SB,0.9,-0.01,25.2,-15,1.582
SB,0.9,-0.01,25.2,-5,1.187
SB,0.9,-0.01,25.2,5,0.829
SB,0.9,-0.01,25.2,15,0.723
SB,0.9,-0.01,25.2,25,0.876
SB,0.9,-0.01,25.2,35,1.152
SB,0.9,-0.01,30,-15,1.343
SB,0.9,-0.01,30,-5,1.019
SB,0.9,-0.01,30,5,0.722
SB,0.9,-0.01,30,15,0.634
SB,0.9,-0.01,30,25,0.76
SB,0.9,-0.01,30,35,0.987
SB,0.9,-0.01,37.1,-15,1.158
SB,0.9,-0.01,37.1,-5,0.881
SB,0.9,-0.01,37.1,5,0.63
SB,0.9,-0.01,37.1,15,0.547
SB,0.9,-0.01,37.1,25,0.646
SB,0.9,-0.01,37.1,35,0.83
SB,0.9,0,12.1,-15,3.979
SB,0.9,0,12.1,-5,2.834
SB,0.9,0,12.1,5,1.855
SB,0.9,0,12.1,15,1.463
SB,0.9,0,12.1,25,1.798
SB,0.9,0,12.1,35,2.459
SB,0.9,0,18,-15,2.921
SB,0.9,0,18,-5,2.201
SB,0.9,0,18,5,1.577
SB,0.9,0,18,15,1.338
SB,0.9,0,18,25,1.56
SB,0.9,0,18,35,1.991
SB,0.9,0,25.2,-15,2.151
SB,0.9,0,25.2,-5,1.756
SB,0.9,0,25.2,5,1.398
SB,0.9,0,25.2,15,1.292
SB,0.9,0,25.2,25,1.445
SB,0.9,0,25.2,35,1.721
SB,0.9,0,30,-15,1.927
SB,0.9,0,30,-5,1.603
SB,0.9,0,30,5,1.306
SB,0.9,0,30,15,1.218
SB,0.9,0,30,25,1.344
SB,0.9,0,30,35,1.571
SB,0.9,0,37.1,-15,1.758
SB,0.9,0,37.1,-5,1.481
SB,0.9,0,37.1,5,1.23
SB,0.9,0,37.1,15,1.147
SB,0.9,0,37.1,25,1.246
SB,0.9,0,37.1,35,1.43
SB,0.9,0.01,12.1,-15,4.528
SB,0.9,0.01,12.1,-5,3.383
SB,0.9,0.01,12.1,5,2.404
SB,0.9,0.01,12.1,15,2.012
SB,0.9,0.01,12.1,25,2.347
SB,0.9,0.01,12.1,35,3.008
SB,0.9,0.01,18,-15,3.486
SB,0.9,0.01,18,-5,2.766
SB,0.9,0.01,18,5,2.143
SB,0.9,0.01,18,15,1.903
SB,0.9,0.01,18,25,2.125
SB,0.9,0.01,18,35,2.556
SB,0.9,0.01,25.2,-15,2.721
SB,0.9,0.01,25.2,-5,2.326
SB,0.9,0.01,25.2,5,1.968
SB,0.9,0.01,25.2,15,1.862
SB,0.9,0.01,25.2,25,2.015
SB,0.9,0.01,25.2,35,2.29
SB,0.9,0.01,30,-15,2.512
SB,0.9,0.01,30,-5,2.187
SB,0.9,0.01,30,5,1.891
SB,0.9,0.01,30,15,1.803
SB,0.9,0.01,30,25,1.928
SB,0.9,0.01,30,35,2.156
SB,0.9,0.01,37.1,-15,2.358
SB,0.9,0.01,37.1,-5,2.082
SB,0.9,0.01,37.1,5,1.83
SB,0.9,0.01,37.1,15,1.747
SB,0.9,0.01,37.1,25,1.847
SB,0.9,0.01,37.1,35,2.031
SB,0.9,0.02,12.1,-15,5.076
SB,0.9,0.02,12.1,-5,3.932
SB,0.9,0.02,12.1,5,2.953
SB,0.9,0.02,12.1,15,2.561
SB,0.9,0.02,12.1,25,2.896
SB,0.9,0.02,12.1,35,3.557
SB,0.9,0.02,18,-15,4.052
SB,0.9,0.02,18,-5,3.332
SB,0.9,0.02,18,5,2.708
SB,0.9,0.02,18,15,2.468
SB,0.9,0.02,18,25,2.691
SB,0.9,0.02,18,35,3.121
SB,0.9,0.02,25.2,-15,3.291
SB,0.9,0.02,25.2,-5,2.896
SB,0.9,0.02,25.2,5,2.538
SB,0.9,0.02,25.2,15,2.432
SB,0.9,0.02,25.2,25,2.584
SB,0.9,0.02,25.2,35,2.86
SB,0.9,0.02,30,-15,3.096
SB,0.9,0.02,30,-5,2.772
SB,0.9,0.02,30,5,2.475
SB,0.9,0.02,30,15,2.387
SB,0.9,0.02,30,25,2.513
SB,0.9,0.02,30,35,2.74
SB,0.9,0.02,37.1,-15,2.959
SB,0.9,0.02,37.1,-5,2.683
SB,0.9,0.02,37.1,5,2.431
SB,0.9,0.02,37.1,15,2.348
SB,0.9,0.02,37.1,25,2.447
SB,0.9,0.02,37.1,35,2.631
SB,0.9,0.03,12.1,-15,5.625
SB,0.9,0.03,12.1,-5,4.48
SB,0.9,0.03,12.1,5,3.501
SB,0.9,0.03,12.1,15,3.109
SB,0.9,0.03,12.1,25,3.444
SB,0.9,0.03,12.1,35,4.105
SB,0.9,0.03,18,-15,4.617
SB,0.9,0.03,18,-5,3.897
SB,0.9,0.03,18,5,3.273
SB,0.9,0.03,18,15,3.034
SB,0.9,0.03,18,25,3.256
SB,0.9,0.03,18,35,3.687
SB,0.9,0.03,25.2,-15,3.861
SB,0.9,0.03,25.2,-5,3.466
SB,0.9,0.03,25.2,5,3.108
SB,0.9,0.03,25.2,15,3.002
SB,0.9,0.03,25.2,25,3.155
SB,0.9,0.03,25.2,35,3.431
SB,0.9,0.03,30,-15,3.682
SB,0.9,0.03,30,-5,3.357
SB,0.9,0.03,30,5,3.06
SB,0.9,0.03,30,15,2.972
SB,0.9,0.03,30,25,3.098
SB,0.9,0.03,30,35,3.325
SB,0.9,0.03,37.1,-15,3.56
SB,0.9,0.03,37.1,-5,3.283
SB,0.9,0.03,37.1,5,3.032
SB,0.9,0.03,37.1,15,2.949
SB,0.9,0.03,37.1,25,3.048
SB,0.9,0.03,37.1,35,3.232
SB,0.9,0.04,12.1,-15,6.173
SB,0.9,0.04,12.1,-5,5.029
SB,0.9,0.04,12.1,5,4.05
SB,0.9,0.04,12.1,15,3.658
SB,0.9,0.04,12.1,25,3.993
SB,0.9,0.04,12.1,35,4.654
SB,0.9,0.04,18,-15,5.182
SB,0.9,0.04,18,-5,4.462
SB,0.9,0.04,18,5,3.839
SB,0.9,0.04,18,15,3.599
SB,0.9,0.04,18,25,3.821
SB,0.9,0.04,18,35,4.252
SB,0.9,0.04,25.2,-15,4.432
SB,0.9,0.04,25.2,-5,4.037
SB,0.9,0.04,25.2,5,3.679
SB,0.9,0.04,25.2,15,3.573
SB,0.9,0.04,25.2,25,3.725
SB,0.9,0.04,25.2,35,4.001
SB,0.9,0.04,30,-15,4.267
SB,0.9,0.04,30,-5,3.942
SB,0.9,0.04,30,5,3.645
SB,0.9,0.04,30,15,3.557
SB,0.9,0.04,30,25,3.683
SB,0.9,0.04,30,35,3.91
SB,0.9,0.04,37.1,-15,4.16
SB,0.9,0.04,37.1,-5,3.884
SB,0.9,0.04,37.1,5,3.632
SB,0.9,0.04,37.1,15,3.549
SB,0.9,0.04,37.1,25,3.649
SB,0.9,0.04,37.1,35,3.833
AB,0,-0.04,12.1,-15,3.752
AB,0,-0.04,12.1,-5,2.322
AB,0,-0.04,12.1,5,1.069
AB,0,-0.04,12.1,15,-0.007
AB,0,-0.04,12.1,25,-0.308
AB,0,-0.04,12.1,35,0.361
AB,0,-0.04,18,-15,2.048
AB,0,-0.04,18,-5,1.134
AB,0,-0.04,18,5,0.323
AB,0,-0.04,18,15,-0.384
AB,0,-0.04,18,25,-0.588
AB,0,-0.04,18,35,-0.149
AB,0,-0.04,25.2,-15,0.887
AB,0,-0.04,25.2,-5,0.351
AB,0,-0.04,25.2,5,-0.143
AB,0,-0.04,25.2,15,-0.596
AB,0,-0.04,25.2,25,-0.736
AB,0,-0.04,25.2,35,-0.453
AB,0,-0.04,30,-15,0.534
AB,0,-0.04,30,-5,0.091
AB,0,-0.04,30,5,-0.32
AB,0,-0.04,30,15,-0.7
AB,0,-0.04,30,25,-0.82
AB,0,-0.04,30,35,-0.584
AB,0,-0.04,37.1,-15,0.231
AB,0,-0.04,37.1,-5,-0.141
AB,0,-0.04,37.1,5,-0.485
AB,0,-0.04,37.1,15,-0.801
AB,0,-0.04,37.1,25,-0.902
AB,0,-0.04,37.1,35,-0.71
AB,0,-0.03,12.1,-15,4.248
AB,0,-0.03,12.1,-5,2.818
AB,0,-0.03,12.1,5,1.564
AB,0,-0.03,12.1,15,0.488
AB,0,-0.03,12.1,25,0.187
AB,0,-0.03,12.1,35,0.856
AB,0,-0.03,18,-15,2.555
AB,0,-0.03,18,-5,1.641
AB,0,-0.03,18,5,0.83
AB,0,-0.03,18,15,0.123
AB,0,-0.03,18,25,-0.081
AB,0,-0.03,18,35,0.358
AB,0,-0.03,25.2,-15,1.408
AB,0,-0.03,25.2,-5,0.873
AB,0,-0.03,25.2,5,0.378
AB,0,-0.03,25.2,15,-0.075
AB,0,-0.03,25.2,25,-0.215
AB,0,-0.03,25.2,35,0.068
AB,0,-0.03,30,-15,1.037
AB,0,-0.03,30,-5,0.594
AB,0,-0.03,30,5,0.184
AB,0,-0.03,30,15,-0.196
AB,0,-0.03,30,25,-0.316
AB,0,-0.03,30,35,-0.08
AB,0,-0.03,37.1,-15,0.717
AB,0,-0.03,37.1,-5,0.345
AB,0,-0.03,37.1,5,0.002
AB,0,-0.03,37.1,15,-0.315
AB,0,-0.03,37.1,25,-0.416
AB,0,-0.03,37.1,35,-0.223
AB,0,-0.02,12.1,-15,4.743
AB,0,-0.02,12.1,-5,3.313
AB,0,-0.02,12.1,5,2.06
AB,0,-0.02,12.1,15,0.984
AB,0,-0.02,12.1,25,0.683
AB,0,-0.02,12.1,35,1.352
AB,0,-0.02,18,-15,3.062
AB,0,-0.02,18,-5,2.147
AB,0,-0.02,18,5,1.336
AB,0,-0.02,18,15,0.63
AB,0,-0.02,18,25,0.426
AB,0,-0.02,18,35,0.865
AB,0,-0.02,25.2,-15,1.93
AB,0,-0.02,25.2,-5,1.395
AB,0,-0.02,25.2,5,0.9
AB,0,-0.02,25.2,15,0.447
AB,0,-0.02,25.2,25,0.307
AB,0,-0.02,25.2,35,0.59
AB,0,-0.02,30,-15,1.542
AB,0,-0.02,30,-5,1.099
AB,0,-0.02,30,5,0.688
AB,0,-0.02,30,15,0.309
AB,0,-0.02,30,25,0.189
AB,0,-0.02,30,35,0.424
AB,0,-0.02,37.1,-15,1.204
AB,0,-0.02,37.1,-5,0.832
AB,0,-0.02,37.1,5,0.488
AB,0,-0.02,37.1,15,0.172
AB,0,-0.02,37.1,25,0.071
AB,0,-0.02,37.1,35,0.263
AB,0,-0.01,12.1,-15,5.251
AB,0,-0.01,12.1,-5,3.821
AB,0,-0.01,12.1,5,2.567
AB,0,-0.01,12.1,15,1.49
AB,0,-0.01,12.1,25,1.189
AB,0,-0.01,12.1,35,1.858
AB,0,-0.01,18,-15,3.6
AB,0,-0.01,18,-5,2.684
AB,0,-0.01,18,5,1.872
AB,0,-0.01,18,15,1.164
AB,0,-0.01,18,25,0.96
AB,0,-0.01,18,35,1.397
AB,0,-0.01,25.2,-15,2.486
AB,0,-0.01,25.2,-5,1.949
AB,0,-0.01,25.2,5,1.453
AB,0,-0.01,25.2,15,0.999
AB,0,-0.01,25.2,25,0.858
AB,0,-0.01,25.2,35,1.14
AB,0,-0.01,30,-15,2.104
AB,0,-0.01,30,-5,1.659
AB,0,-0.01,30,5,1.246
AB,0,-0.01,30,15,0.865
AB,0,-0.01,30,25,0.743
AB,0,-0.01,30,35,0.977
AB,0,-0.01,37.1,-15,1.776
AB,0,-0.01,37.1,-5,1.401
AB,0,-0.01,37.1,5,1.054
AB,0,-0.01,37.1,15,0.735
AB,0,-0.01,37.1,25,0.631
AB,0,-0.01,37.1,35,0.821
AB,0,0,12.1,-15,5.829
AB,0,0,12.1,-5,4.399
AB,0,0,12.1,5,3.145
AB,0,0,12.1,15,2.069
AB,0,0,12.1,25,1.767
AB,0,0,12.1,35,2.436
AB,0,0,18,-15,4.195
AB,0,0,18,-5,3.28
AB,0,0,18,5,2.468
AB,0,0,18,15,1.76
AB,0,0,18,25,1.555
AB,0,0,18,35,1.993
AB,0,0,25.2,-15,3.087
AB,0,0,25.2,-5,2.55
AB,0,0,25.2,5,2.054
AB,0,0,25.2,15,1.6
AB,0,0,25.2,25,1.459
AB,0,0,25.2,35,1.741
AB,0,0,30,-15,2.721
AB,0,0,30,-5,2.276
AB,0,0,30,5,1.863
AB,0,0,30,15,1.482
AB,0,0,30,25,1.36
AB,0,0,30,35,1.594
AB,0,0,37.1,-15,2.409
AB,0,0,37.1,-5,2.034
AB,0,0,37.1,5,1.687
AB,0,0,37.1,15,1.368
AB,0,0,37.1,25,1.265
AB,0,0,37.1,35,1.455
AB,0,0.01,12.1,-15,6.409
AB,0,0.01,12.1,-5,4.978
AB,0,0.01,12.1,5,3.724
AB,0,0.01,12.1,15,2.648
AB,0,0.01,12.1,25,2.347
AB,0,0.01,12.1,35,3.015
AB,0,0.01,18,-15,4.792
AB,0,0.01,18,-5,3.877
AB,0,0.01,18,5,3.065
AB,0,0.01,18,15,2.357
AB,0,0.01,18,25,2.152
AB,0,0.01,18,35,2.59
AB,0,0.01,25.2,-15,3.688
AB,0,0.01,25.2,-5,3.151
AB,0,0.01,25.2,5,2.656
AB,0,0.01,25.2,15,2.201
AB,0,0.01,25.2,25,2.06
AB,0,0.01,25.2,35,2.342
AB,0,0.01,30,-15,3.338
AB,0,0.01,30,-5,2.893
AB,0,0.01,30,5,2.48
AB,0,0.01,30,15,2.099
AB,0,0.01,30,25,1.977
AB,0,0.01,30,35,2.211
AB,0,0.01,37.1,-15,3.043
AB,0,0.01,37.1,-5,2.668
AB,0,0.01,37.1,5,2.321
AB,0,0.01,37.1,15,2.002
AB,0,0.01,37.1,25,1.899
AB,0,0.01,37.1,35,2.088
AB,0,0.02,12.1,-15,6.988
AB,0,0.02,12.1,-5,5.558
AB,0,0.02,12.1,5,4.303
AB,0,0.02,12.1,15,3.227
AB,0,0.02,12.1,25,2.926
AB,0,0.02,12.1,35,3.594
AB,0,0.02,18,-15,5.389
AB,0,0.02,18,-5,4.474
AB,0,0.02,18,5,3.662
AB,0,0.02,18,15,2.954
AB,0,0.02,18,25,2.749
AB,0,0.02,18,35,3.187
AB,0,0.02,25.2,-15,4.289
AB,0,0.02,25.2,-5,3.752
AB,0,0.02,25.2,5,3.257
AB,0,0.02,25.2,15,2.803
AB,0,0.02,25.2,25,2.661
AB,0,0.02,25.2,35,2.944
AB,0,0.02,30,-15,3.955
AB,0,0.02,30,-5,3.51
AB,0,0.02,30,5,3.097
AB,0,0.02,30,15,2.716
AB,0,0.02,30,25,2.594
AB,0,0.02,30,35,2.828
AB,0,0.02,37.1,-15,3.677
AB,0,0.02,37.1,-5,3.302
AB,0,0.02,37.1,5,2.955
AB,0,0.02,37.1,15,2.636
AB,0,0.02,37.1,25,2.533
AB,0,0.02,37.1,35,2.723
AB,0,0.03,12.1,-15,7.567
AB,0,0.03,12.1,-5,6.137
AB,0,0.03,12.1,5,4.882
AB,0,0.03,12.1,15,3.806
AB,0,0.03,12.1,25,3.505
AB,0,0.03,12.1,35,4.173
AB,0,0.03,18,-15,5.986
AB,0,0.03,18,-5,5.07
AB,0,0.03,18,5,4.258
AB,0,0.03,18,15,3.55
AB,0,0.03,18,25,3.346
AB,0,0.03,18,35,3.784
AB,0,0.03,25.2,-15,4.891
AB,0,0.03,25.2,-5,4.354
AB,0,0.03,25.2,5,3.859
AB,0,0.03,25.2,15,3.405
AB,0,0.03,25.2,25,3.263
AB,0,0.03,25.2,35,3.546
AB,0,0.03,30,-15,4.573
AB,0,0.03,30,-5,4.127
AB,0,0.03,30,5,3.714
AB,0,0.03,30,15,3.333
AB,0,0.03,30,25,3.212
AB,0,0.03,30,35,3.445
AB,0,0.03,37.1,-15,4.311
AB,0,0.03,37.1,-5,3.936
AB,0,0.03,37.1,5,3.589
AB,0,0.03,37.1,15,3.27
AB,0,0.03,37.1,25,3.167
AB,0,0.03,37.1,35,3.357
AB,0,0.04,12.1,-15,8.146
AB,0,0.04,12.1,-5,6.716
AB,0,0.04,12.1,5,5.462
AB,0,0.04,12.1,15,4.385
AB,0,0.04,12.1,25,4.084
AB,0,0.04,12.1,35,4.752
AB,0,0.04,18,-15,6.583
AB,0,0.04,18,-5,5.667
AB,0,0.04,18,5,4.855
AB,0,0.04,18,15,4.147
AB,0,0.04,18,25,3.943
AB,0,0.04,18,35,4.38
AB,0,0.04,25.2,-15,5.494
AB,0,0.04,25.2,-5,4.957
AB,0,0.04,25.2,5,4.461
AB,0,0.04,25.2,15,4.007
AB,0,0.04,25.2,25,3.866
AB,0,0.04,25.2,35,4.148
AB,0,0.04,30,-15,5.19
AB,0,0.04,30,-5,4.745
AB,0,0.04,30,5,4.332
AB,0,0.04,30,15,3.951
AB,0,0.04,30,25,3.829
AB,0,0.04,30,35,4.063
AB,0,0.04,37.1,-15,4.945
AB,0,0.04,37.1,-5,4.57
AB,0,0.04,37.1,5,4.223
AB,0,0.04,37.1,15,3.904
AB,0,0.04,37.1,25,3.801
AB,0,0.04,37.1,35,3.991
AB,0.3,-0.04,12.1,-15,3.274
AB,0.3,-0.04,12.1,-5,1.844
AB,0.3,-0.04,12.1,5,0.59
AB,0.3,-0.04,12.1,15,-0.486
AB,0.3,-0.04,12.1,25,-0.302
AB,0.3,-0.04,12.1,35,0.45
AB,0.3,-0.04,18,-15,1.662
AB,0.3,-0.04,18,-5,0.748
AB,0.3,-0.04,18,5,-0.063
AB,0.3,-0.04,18,15,-0.77
AB,0.3,-0.04,18,25,-0.647
AB,0.3,-0.04,18,35,-0.152
AB,0.3,-0.04,25.2,-15,0.558
AB,0.3,-0.04,25.2,-5,0.023
AB,0.3,-0.04,25.2,5,-0.471
AB,0.3,-0.04,25.2,15,-0.925
AB,0.3,-0.04,25.2,25,-0.832
AB,0.3,-0.04,25.2,35,-0.508
AB,0.3,-0.04,30,-15,0.222
AB,0.3,-0.04,30,-5,-0.221
AB,0.3,-0.04,30,5,-0.632
AB,0.3,-0.04,30,15,-1.011
AB,0.3,-0.04,30,25,-0.935
AB,0.3,-0.04,30,35,-0.666
AB,0.3,-0.04,37.1,-15,-0.064
AB,0.3,-0.04,37.1,-5,-0.436
AB,0.3,-0.04,37.1,5,-0.78
AB,0.3,-0.04,37.1,15,-1.096
AB,0.3,-0.04,37.1,25,-1.038
AB,0.3,-0.04,37.1,35,-0.819
AB,0.3,-0.03,12.1,-15,3.839
AB,0.3,-0.03,12.1,-5,2.409
